siren,company_name,country,role,dock_models,dock_count,website,linkedin_url,evidence_url_1,source_type_1,evidence_url_2,source_type_2,confidence,notes,verified,naf,headcount,creationDate
954083010,CLG DOCTORING,FR,SI (Engineering),,,,https://www.linkedin.com/search/results/companies/?keywords=CLG DOCTORING,,,https://www.linkedin.com/search/results/companies/?keywords=CLG DOCTORING,Google Search,12,No DJI Dock mention found,No,71.12B,1,2023-06-21
954097598,OSMOZEO BREST,FR,SI (Engineering),,,,https://www.linkedin.com/search/results/companies/?keywords=OSMOZEO BREST,,,https://www.linkedin.com/search/results/companies/?keywords=OSMOZEO BREST,Google Search,9,No DJI Dock mention found,No,71.12B,1,2023-07-03
977450402,VIDEOSPHERE 360,FR,Unknown,,,,https://www.linkedin.com/search/results/companies/?keywords=VIDEOSPHERE 360,,,https://www.linkedin.com/search/results/companies/?keywords=VIDEOSPHERE 360,Google Search,18,No DJI Dock mention found,No,59.11B,1,2023-06-08
977463603,BIOESOL ENERGY,FR,SI (Engineering),,,,https://www.linkedin.com/search/results/companies/?keywords=BIOESOL ENERGY,,,https://www.linkedin.com/search/results/companies/?keywords=BIOESOL ENERGY,Google Search,17,No DJI Dock mention found,No,71.12B,1,2023-07-04
977470657,LT,FR,Training,,,,https://www.linkedin.com/search/results/companies/?keywords=LT,,,https://www.linkedin.com/search/results/companies/?keywords=LT,Google Search,2,No DJI Dock mention found,No,85.59A,1,2023-06-29
977471051,NOUVEO,FR,Unknown,,,,https://www.linkedin.com/search/results/companies/?keywords=NOUVEO,,,https://www.linkedin.com/search/results/companies/?keywords=NOUVEO,Google Search,20,No DJI Dock mention found,No,58.29C,1,2023-07-01
977479195,COAT-ING,FR,SI (Engineering),,,,https://www.linkedin.com/search/results/companies/?keywords=COAT-ING,,,https://www.linkedin.com/search/results/companies/?keywords=COAT-ING,Google Search,13,No DJI Dock mention found,No,71.12B,1,2023-07-03
977484245,AU BONHEUR D'APPRENDRE,FR,Training,,,,https://www.linkedin.com/search/results/companies/?keywords=AU BONHEUR D'APPRENDRE,,,https://www.linkedin.com/search/results/companies/?keywords=AU BONHEUR D'APPRENDRE,Google Search,18,No DJI Dock mention found,No,85.59A,1,2023-06-24
977486778,VARO FRANCE,FR,Service Provider,,,,https://www.linkedin.com/search/results/companies/?keywords=VARO FRANCE,,,https://www.linkedin.com/search/results/companies/?keywords=VARO FRANCE,Google Search,15,No DJI Dock mention found,No,82.99Z,1,2023-06-14
977493501,RPC INGENIERIE,FR,SI (Engineering),,,,https://www.linkedin.com/search/results/companies/?keywords=RPC INGENIERIE,,,https://www.linkedin.com/search/results/companies/?keywords=RPC INGENIERIE,Google Search,9,No DJI Dock mention found,No,71.12B,2,2023-07-01
977496488,JOUE-LA COMME,FR,Unknown,,,,https://www.linkedin.com/search/results/companies/?keywords=JOUE-LA COMME,,,https://www.linkedin.com/search/results/companies/?keywords=JOUE-LA COMME,Google Search,21,No DJI Dock mention found,No,58.29C,1,2023-06-21
977497551,CENTER BUSINESS SCHOOL BY SELFORME,FR,Training,,,,https://www.linkedin.com/search/results/companies/?keywords=CENTER BUSINESS SCHOOL BY SELFORME,,,https://www.linkedin.com/search/results/companies/?keywords=CENTER BUSINESS SCHOOL BY SELFORME,Google Search,7,No DJI Dock mention found,No,85.59A,1,2023-07-01
977515113,DENIS OLLIVIER CONSEIL,FR,SI (Engineering),,,,https://www.linkedin.com/search/results/companies/?keywords=DENIS OLLIVIER CONSEIL,,,https://www.linkedin.com/search/results/companies/?keywords=DENIS OLLIVIER CONSEIL,Google Search,4,No DJI Dock mention found,No,71.12B,1,2023-07-05
977524743,SOLUGRYN,FR,SI (Engineering),,,,https://www.linkedin.com/search/results/companies/?keywords=SOLUGRYN,,,https://www.linkedin.com/search/results/companies/?keywords=SOLUGRYN,Google Search,10,No DJI Dock mention found,No,71.12B,3,2023-07-01
977527928,S.E.M.L. SEM ICY,FR,SI (Engineering),,,,https://www.linkedin.com/search/results/companies/?keywords=S.E.M.L. SEM ICY,,,https://www.linkedin.com/search/results/companies/?keywords=S.E.M.L. SEM ICY,Google Search,2,No DJI Dock mention found,No,71.12B,1,2023-06-05
977534981,CORETEC ENERGY MANAGEMENT FRANCE,FR,SI (Engineering),,,,https://www.linkedin.com/search/results/companies/?keywords=CORETEC ENERGY MANAGEMENT FRANCE,,,https://www.linkedin.com/search/results/companies/?keywords=CORETEC ENERGY MANAGEMENT FRANCE,Google Search,30,No DJI Dock mention found,No,71.12B,1,2023-06-27
977542463,ARKIN VRD,FR,SI (Engineering),,,,https://www.linkedin.com/search/results/companies/?keywords=ARKIN VRD,,,https://www.linkedin.com/search/results/companies/?keywords=ARKIN VRD,Google Search,26,No DJI Dock mention found,No,71.12B,1,2023-06-29
977555143,GOASSEREN,FR,Unknown,,,,https://www.linkedin.com/search/results/companies/?keywords=GOASSEREN,,,https://www.linkedin.com/search/results/companies/?keywords=GOASSEREN,Google Search,14,No DJI Dock mention found,No,70.22Z,1,2023-08-01
977640390,SWAX FORMATION,FR,Training,,,,https://www.linkedin.com/search/results/companies/?keywords=SWAX FORMATION,,,https://www.linkedin.com/search/results/companies/?keywords=SWAX FORMATION,Google Search,26,No DJI Dock mention found,No,85.59A,1,2023-07-07
977644806,BEDEM,FR,SI (Engineering),,,,https://www.linkedin.com/search/results/companies/?keywords=BEDEM,,,https://www.linkedin.com/search/results/companies/?keywords=BEDEM,Google Search,9,No DJI Dock mention found,No,71.12B,1,2023-03-16
977680628,CFORMCAD3D,FR,Training,,,,https://www.linkedin.com/search/results/companies/?keywords=CFORMCAD3D,,,https://www.linkedin.com/search/results/companies/?keywords=CFORMCAD3D,Google Search,17,No DJI Dock mention found,No,85.59A,1,2023-07-05
977683242,OPERYS,FR,Unknown,,,,https://www.linkedin.com/search/results/companies/?keywords=OPERYS,,,https://www.linkedin.com/search/results/companies/?keywords=OPERYS,Google Search,7,No DJI Dock mention found,No,58.29C,1,2023-07-10
977694637,VERT'IM CONSEILS ET DIAGNOSTICS,FR,SI (Engineering),,,,https://www.linkedin.com/search/results/companies/?keywords=VERT'IM CONSEILS ET DIAGNOSTICS,,,https://www.linkedin.com/search/results/companies/?keywords=VERT'IM CONSEILS ET DIAGNOSTICS,Google Search,8,No DJI Dock mention found,No,71.12B,11,2023-06-20
977697796,EXAEQUO INGENIERIE,FR,SI (Engineering),,,,https://www.linkedin.com/search/results/companies/?keywords=EXAEQUO INGENIERIE,,,https://www.linkedin.com/search/results/companies/?keywords=EXAEQUO INGENIERIE,Google Search,12,No DJI Dock mention found,No,71.12B,2,2023-07-05
977706621,BACHELET EXPERT FORESTIER,FR,SI (Engineering),,,,https://www.linkedin.com/search/results/companies/?keywords=BACHELET EXPERT FORESTIER,,,https://www.linkedin.com/search/results/companies/?keywords=BACHELET EXPERT FORESTIER,Google Search,18,No DJI Dock mention found,No,71.12B,2,2023-07-01
977728328,BIOLEVATE SAS,FR,Unknown,,,,https://www.linkedin.com/search/results/companies/?keywords=BIOLEVATE SAS,,,https://www.linkedin.com/search/results/companies/?keywords=BIOLEVATE SAS,Google Search,17,No DJI Dock mention found,No,58.29C,1,2023-07-04
977759356,AEDES DEVELOPPEMENT,FR,SI (Engineering),,,,https://www.linkedin.com/search/results/companies/?keywords=AEDES DEVELOPPEMENT,,,https://www.linkedin.com/search/results/companies/?keywords=AEDES DEVELOPPEMENT,Google Search,15,No DJI Dock mention found,No,71.12B,2,2023-01-01
977820604,ADC SERVICES,FR,SI (Engineering),,,,https://www.linkedin.com/search/results/companies/?keywords=ADC SERVICES,,,https://www.linkedin.com/search/results/companies/?keywords=ADC SERVICES,Google Search,9,No DJI Dock mention found,No,71.12B,1,2023-07-06
977830108,SMARTALY PRD,FR,SI (Engineering),,,,https://www.linkedin.com/search/results/companies/?keywords=SMARTALY PRD,,,https://www.linkedin.com/search/results/companies/?keywords=SMARTALY PRD,Google Search,25,No DJI Dock mention found,No,71.12B,1,2023-08-01
977833474,11H16,FR,Unknown,,,,https://www.linkedin.com/search/results/companies/?keywords=11H16,,,https://www.linkedin.com/search/results/companies/?keywords=11H16,Google Search,3,No DJI Dock mention found,No,59.11B,1,2023-06-29
977834928,MISTER IA,FR,Training,,,,https://www.linkedin.com/search/results/companies/?keywords=MISTER IA,,,https://www.linkedin.com/search/results/companies/?keywords=MISTER IA,Google Search,16,No DJI Dock mention found,No,85.59A,1,2023-07-10
977842590,STAGIOS,FR,Service Provider,,,,https://www.linkedin.com/search/results/companies/?keywords=STAGIOS,,,https://www.linkedin.com/search/results/companies/?keywords=STAGIOS,Google Search,21,No DJI Dock mention found,No,82.99Z,1,2023-07-05
977877232,DIGIZED,FR,Unknown,,,,https://www.linkedin.com/search/results/companies/?keywords=DIGIZED,,,https://www.linkedin.com/search/results/companies/?keywords=DIGIZED,Google Search,10,No DJI Dock mention found,No,58.29C,1,2023-07-04
977892488,EVEYO,FR,Training,,,,https://www.linkedin.com/search/results/companies/?keywords=EVEYO,,,https://www.linkedin.com/search/results/companies/?keywords=EVEYO,Google Search,6,No DJI Dock mention found,No,85.59A,1,2023-05-14
977914175,IPOLITE,FR,Reseller,,,,https://www.linkedin.com/search/results/companies/?keywords=IPOLITE,,,https://www.linkedin.com/search/results/companies/?keywords=IPOLITE,Google Search,20,No DJI Dock mention found,No,47.43Z,11,2023-07-19
977921295,DYNAMIC MAKERS SALES,FR,Service Provider,,,,https://www.linkedin.com/search/results/companies/?keywords=DYNAMIC MAKERS SALES,,,https://www.linkedin.com/search/results/companies/?keywords=DYNAMIC MAKERS SALES,Google Search,26,No DJI Dock mention found,No,82.99Z,2,2023-07-01
977924737,4ALL ENERGY,FR,SI (Engineering),,,,https://www.linkedin.com/search/results/companies/?keywords=4ALL ENERGY,,,https://www.linkedin.com/search/results/companies/?keywords=4ALL ENERGY,Google Search,22,No DJI Dock mention found,No,71.12B,1,2023-07-08
977926096,PHYSIOBOTIC,FR,Software,,,,https://www.linkedin.com/search/results/companies/?keywords=PHYSIOBOTIC,,,https://www.linkedin.com/search/results/companies/?keywords=PHYSIOBOTIC,Google Search,22,No DJI Dock mention found,No,62.01Z,2,2023-07-13
977938604,ORSA INGIENERIE,FR,SI (Engineering),,,,https://www.linkedin.com/search/results/companies/?keywords=ORSA INGIENERIE,,,https://www.linkedin.com/search/results/companies/?keywords=ORSA INGIENERIE,Google Search,13,No DJI Dock mention found,No,71.12B,1,2023-07-14
977941426,DELTA VRD INGENIERIE,FR,SI (Engineering),,,,https://www.linkedin.com/search/results/companies/?keywords=DELTA VRD INGENIERIE,,,https://www.linkedin.com/search/results/companies/?keywords=DELTA VRD INGENIERIE,Google Search,17,No DJI Dock mention found,No,71.12B,1,2023-07-20
977942069,SISTO ARMATUREN S.A.,FR,SI (Engineering),,,,https://www.linkedin.com/search/results/companies/?keywords=SISTO ARMATUREN S.A.,,,https://www.linkedin.com/search/results/companies/?keywords=SISTO ARMATUREN S.A.,Google Search,19,No DJI Dock mention found,No,71.12B,1,2023-04-01
977957638,TEAM,FR,SI (Engineering),,,,https://www.linkedin.com/search/results/companies/?keywords=TEAM,,,https://www.linkedin.com/search/results/companies/?keywords=TEAM,Google Search,30,No DJI Dock mention found,No,71.12B,1,2023-07-19
977959444,ALL MANAGER,FR,Unknown,,,,https://www.linkedin.com/search/results/companies/?keywords=ALL MANAGER,,,https://www.linkedin.com/search/results/companies/?keywords=ALL MANAGER,Google Search,4,No DJI Dock mention found,No,58.29C,1,2023-07-20
977964311,MBMC,FR,Unknown,,,,https://www.linkedin.com/search/results/companies/?keywords=MBMC,,,https://www.linkedin.com/search/results/companies/?keywords=MBMC,Google Search,6,No DJI Dock mention found,No,58.29C,2,2023-07-17
977971159,AZ SERVICES,FR,Unknown,,,,https://www.linkedin.com/search/results/companies/?keywords=AZ SERVICES,,,https://www.linkedin.com/search/results/companies/?keywords=AZ SERVICES,Google Search,22,No DJI Dock mention found,No,43.34Z,1,2023-07-19
977971308,MR SOLUTIONS AND CONSULTING,FR,SI (Engineering),,,,https://www.linkedin.com/search/results/companies/?keywords=MR SOLUTIONS AND CONSULTING,,,https://www.linkedin.com/search/results/companies/?keywords=MR SOLUTIONS AND CONSULTING,Google Search,23,No DJI Dock mention found,No,71.12B,1,2023-07-05
977972025,INGENIERIE FLUIDES ENERGIE CONSEILS (IFEC),FR,SI (Engineering),,,,https://www.linkedin.com/search/results/companies/?keywords=INGENIERIE FLUIDES ENERGIE CONSEILS (IFEC),,,https://www.linkedin.com/search/results/companies/?keywords=INGENIERIE FLUIDES ENERGIE CONSEILS (IFEC),Google Search,5,No DJI Dock mention found,No,71.12B,1,2023-07-05
977986512,UNALOM CONNEXION,FR,Training,,,,https://www.linkedin.com/search/results/companies/?keywords=UNALOM CONNEXION,,,https://www.linkedin.com/search/results/companies/?keywords=UNALOM CONNEXION,Google Search,25,No DJI Dock mention found,No,85.59A,1,2023-08-01
977992635,PICASSEO,FR,Unknown,,,,https://www.linkedin.com/search/results/companies/?keywords=PICASSEO,,,https://www.linkedin.com/search/results/companies/?keywords=PICASSEO,Google Search,5,No DJI Dock mention found,No,58.29C,1,2023-08-01
978020758,MYELIN COLLECTIVITES,FR,Training,,,,https://www.linkedin.com/search/results/companies/?keywords=MYELIN COLLECTIVITES,,,https://www.linkedin.com/search/results/companies/?keywords=MYELIN COLLECTIVITES,Google Search,30,No DJI Dock mention found,No,85.59A,1,2023-07-19
978020915,MYEL'IN LOT,FR,Training,,,,https://www.linkedin.com/search/results/companies/?keywords=MYEL'IN LOT,,,https://www.linkedin.com/search/results/companies/?keywords=MYEL'IN LOT,Google Search,0,No DJI Dock mention found,No,85.59A,1,2023-07-19
978024651,INSTITUT DE FORMATION AUX METIERS DU SPORT 13,FR,Training,,,,https://www.linkedin.com/search/results/companies/?keywords=INSTITUT DE FORMATION AUX METIERS DU SPORT 13,,,https://www.linkedin.com/search/results/companies/?keywords=INSTITUT DE FORMATION AUX METIERS DU SPORT 13,Google Search,28,No DJI Dock mention found,No,85.59A,1,2023-07-04
978054062,SJG,FR,Unknown,,,,https://www.linkedin.com/search/results/companies/?keywords=SJG,,,https://www.linkedin.com/search/results/companies/?keywords=SJG,Google Search,15,No DJI Dock mention found,No,59.11B,1,2023-08-01
978072627,ZEFIR CONSULTING,FR,Training,,,,https://www.linkedin.com/search/results/companies/?keywords=ZEFIR CONSULTING,,,https://www.linkedin.com/search/results/companies/?keywords=ZEFIR CONSULTING,Google Search,12,No DJI Dock mention found,No,85.59A,1,2023-07-20
978080349,LBLR,FR,SI (Engineering),,,,https://www.linkedin.com/search/results/companies/?keywords=LBLR,,,https://www.linkedin.com/search/results/companies/?keywords=LBLR,Google Search,18,No DJI Dock mention found,No,71.12B,1,2023-07-20
978081776,CREA-PROCESS,FR,SI (Engineering),,,,https://www.linkedin.com/search/results/companies/?keywords=CREA-PROCESS,,,https://www.linkedin.com/search/results/companies/?keywords=CREA-PROCESS,Google Search,7,No DJI Dock mention found,No,71.12B,2,2023-08-01
978086890,COFAB TECH. ASSISTANCE,FR,SI (Engineering),,,,https://www.linkedin.com/search/results/companies/?keywords=COFAB TECH. ASSISTANCE,,,https://www.linkedin.com/search/results/companies/?keywords=COFAB TECH. ASSISTANCE,Google Search,10,No DJI Dock mention found,No,71.12B,1,2023-08-01
978101020,ADAXIAL INGENIERIE,FR,SI (Engineering),,,,https://www.linkedin.com/search/results/companies/?keywords=ADAXIAL INGENIERIE,,,https://www.linkedin.com/search/results/companies/?keywords=ADAXIAL INGENIERIE,Google Search,24,No DJI Dock mention found,No,71.12B,1,2023-07-12
978116531,GEOLUCIE,FR,SI (Engineering),,,,https://www.linkedin.com/search/results/companies/?keywords=GEOLUCIE,,,https://www.linkedin.com/search/results/companies/?keywords=GEOLUCIE,Google Search,15,No DJI Dock mention found,No,71.12B,1,2023-08-01
978120947,RECHERCHE RESEAUX CORSE,FR,SI (Engineering),,,,https://www.linkedin.com/search/results/companies/?keywords=RECHERCHE RESEAUX CORSE,,,https://www.linkedin.com/search/results/companies/?keywords=RECHERCHE RESEAUX CORSE,Google Search,15,No DJI Dock mention found,No,71.12B,1,2023-06-01
978163731,TOITURES GIRONDE SERVICES TGS,FR,Unknown,,,,https://www.linkedin.com/search/results/companies/?keywords=TOITURES GIRONDE SERVICES TGS,,,https://www.linkedin.com/search/results/companies/?keywords=TOITURES GIRONDE SERVICES TGS,Google Search,27,No DJI Dock mention found,No,43.91B,1,2023-07-26
978174027,HDIM,FR,SI (Engineering),,,,https://www.linkedin.com/search/results/companies/?keywords=HDIM,,,https://www.linkedin.com/search/results/companies/?keywords=HDIM,Google Search,24,No DJI Dock mention found,No,71.12B,2,2023-07-26
978179570,APJB,FR,Unknown,,,,https://www.linkedin.com/search/results/companies/?keywords=APJB,,,https://www.linkedin.com/search/results/companies/?keywords=APJB,Google Search,20,No DJI Dock mention found,No,58.29C,1,2023-07-26
978191013,BEFREE,FR,Service Provider,,,,https://www.linkedin.com/search/results/companies/?keywords=BEFREE,,,https://www.linkedin.com/search/results/companies/?keywords=BEFREE,Google Search,15,No DJI Dock mention found,No,82.99Z,1,2023-07-28
978198323,TVES ID,FR,SI (Engineering),,,,https://www.linkedin.com/search/results/companies/?keywords=TVES ID,,,https://www.linkedin.com/search/results/companies/?keywords=TVES ID,Google Search,20,No DJI Dock mention found,No,71.12B,2,2023-08-01
978224608,PHARM'ARTOIS,FR,Service Provider,,,,https://www.linkedin.com/search/results/companies/?keywords=PHARM'ARTOIS,,,https://www.linkedin.com/search/results/companies/?keywords=PHARM'ARTOIS,Google Search,20,No DJI Dock mention found,No,82.99Z,1,2023-07-21
978238830,NPI ACADEMIE,FR,Training,,,,https://www.linkedin.com/search/results/companies/?keywords=NPI ACADEMIE,,,https://www.linkedin.com/search/results/companies/?keywords=NPI ACADEMIE,Google Search,9,No DJI Dock mention found,No,85.59A,1,2023-07-06
978268217,DVMET,FR,SI (Engineering),,,,https://www.linkedin.com/search/results/companies/?keywords=DVMET,,,https://www.linkedin.com/search/results/companies/?keywords=DVMET,Google Search,2,No DJI Dock mention found,No,71.12B,1,2023-07-27
978273787,STYLES GROUP EUROPE,FR,SI (Engineering),,,,https://www.linkedin.com/search/results/companies/?keywords=STYLES GROUP EUROPE,,,https://www.linkedin.com/search/results/companies/?keywords=STYLES GROUP EUROPE,Google Search,27,No DJI Dock mention found,No,71.12B,1,2023-08-01
978331254,MONSIEUR ALEX PRODUCTIONS,FR,Unknown,,,,https://www.linkedin.com/search/results/companies/?keywords=MONSIEUR ALEX PRODUCTIONS,,,https://www.linkedin.com/search/results/companies/?keywords=MONSIEUR ALEX PRODUCTIONS,Google Search,29,No DJI Dock mention found,No,59.11B,1,2023-08-01
978336949,AA RESULTATS,FR,Unknown,,,,https://www.linkedin.com/search/results/companies/?keywords=AA RESULTATS,,,https://www.linkedin.com/search/results/companies/?keywords=AA RESULTATS,Google Search,9,No DJI Dock mention found,No,70.22Z,1,2023-09-01
978345510,AE CONSEIL,FR,SI (Engineering),,,,https://www.linkedin.com/search/results/companies/?keywords=AE CONSEIL,,,https://www.linkedin.com/search/results/companies/?keywords=AE CONSEIL,Google Search,27,No DJI Dock mention found,No,71.12B,1,2023-09-01
978348639,AD PROCESS,FR,Unknown,,,,https://www.linkedin.com/search/results/companies/?keywords=AD PROCESS,,,https://www.linkedin.com/search/results/companies/?keywords=AD PROCESS,Google Search,7,No DJI Dock mention found,No,70.22Z,1,2023-09-01
978391761,CAMPUS PRIVE RENNES,FR,Training,,,,https://www.linkedin.com/search/results/companies/?keywords=CAMPUS PRIVE RENNES,,,https://www.linkedin.com/search/results/companies/?keywords=CAMPUS PRIVE RENNES,Google Search,27,No DJI Dock mention found,No,85.59A,2,2023-07-31
978422491,THAI-DEVELOPPEMENT,FR,Service Provider,,,,https://www.linkedin.com/search/results/companies/?keywords=THAI-DEVELOPPEMENT,,,https://www.linkedin.com/search/results/companies/?keywords=THAI-DEVELOPPEMENT,Google Search,14,No DJI Dock mention found,No,82.99Z,1,2023-08-02
978454577,CAMPUS PRIVE VALENCIENNES,FR,Training,,,,https://www.linkedin.com/search/results/companies/?keywords=CAMPUS PRIVE VALENCIENNES,,,https://www.linkedin.com/search/results/companies/?keywords=CAMPUS PRIVE VALENCIENNES,Google Search,11,No DJI Dock mention found,No,85.59A,1,2023-07-31
978462299,MP CONSEIL HAUTS DE FRANCE,FR,SI (Engineering),,,,https://www.linkedin.com/search/results/companies/?keywords=MP CONSEIL HAUTS DE FRANCE,,,https://www.linkedin.com/search/results/companies/?keywords=MP CONSEIL HAUTS DE FRANCE,Google Search,29,No DJI Dock mention found,No,71.12B,1,2023-07-25
978471142,CAMPUS PRIVE TOURS,FR,Training,,,,https://www.linkedin.com/search/results/companies/?keywords=CAMPUS PRIVE TOURS,,,https://www.linkedin.com/search/results/companies/?keywords=CAMPUS PRIVE TOURS,Google Search,10,No DJI Dock mention found,No,85.59A,2,2023-07-31
978492429,ATELIERS LACHIVER,FR,Unknown,,,,https://www.linkedin.com/search/results/companies/?keywords=ATELIERS LACHIVER,,,https://www.linkedin.com/search/results/companies/?keywords=ATELIERS LACHIVER,Google Search,19,No DJI Dock mention found,No,43.32A,11,2023-08-09
978521664,LIST,FR,Service Provider,,,,https://www.linkedin.com/search/results/companies/?keywords=LIST,,,https://www.linkedin.com/search/results/companies/?keywords=LIST,Google Search,19,No DJI Dock mention found,No,82.99Z,2,2023-08-01
978534543,MOBILE-FIRST,FR,Unknown,,,,https://www.linkedin.com/search/results/companies/?keywords=MOBILE-FIRST,,,https://www.linkedin.com/search/results/companies/?keywords=MOBILE-FIRST,Google Search,2,No DJI Dock mention found,No,58.29C,1,2023-08-08
978557312,SEAPALM,FR,Unknown,,,,https://www.linkedin.com/search/results/companies/?keywords=SEAPALM,,,https://www.linkedin.com/search/results/companies/?keywords=SEAPALM,Google Search,5,No DJI Dock mention found,No,58.29C,1,2023-08-09
978559805,ATY'PIC DEVELOPPEMENT,FR,Training,,,,https://www.linkedin.com/search/results/companies/?keywords=ATY'PIC DEVELOPPEMENT,,,https://www.linkedin.com/search/results/companies/?keywords=ATY'PIC DEVELOPPEMENT,Google Search,6,No DJI Dock mention found,No,85.59A,1,2023-08-11
978611580,LINTE SERVICES,FR,Service Provider,,,,https://www.linkedin.com/search/results/companies/?keywords=LINTE SERVICES,,,https://www.linkedin.com/search/results/companies/?keywords=LINTE SERVICES,Google Search,20,No DJI Dock mention found,No,82.99Z,11,2023-08-03
978616605,E4C SOLUTIONS,FR,SI (Engineering),,,,https://www.linkedin.com/search/results/companies/?keywords=E4C SOLUTIONS,,,https://www.linkedin.com/search/results/companies/?keywords=E4C SOLUTIONS,Google Search,11,No DJI Dock mention found,No,71.12B,1,2023-08-17
978633154,HALL HIGHWAY SERVICES LTD,FR,SI (Engineering),,,,https://www.linkedin.com/search/results/companies/?keywords=HALL HIGHWAY SERVICES LTD,,,https://www.linkedin.com/search/results/companies/?keywords=HALL HIGHWAY SERVICES LTD,Google Search,17,No DJI Dock mention found,No,71.12B,1,2023-08-16
978635597,BOSS CAMPUS NANTES,FR,Training,,,,https://www.linkedin.com/search/results/companies/?keywords=BOSS CAMPUS NANTES,,,https://www.linkedin.com/search/results/companies/?keywords=BOSS CAMPUS NANTES,Google Search,20,No DJI Dock mention found,No,85.59A,2,2023-08-08
978640258,CAMPUS PRIVE BORDEAUX,FR,Training,,,,https://www.linkedin.com/search/results/companies/?keywords=CAMPUS PRIVE BORDEAUX,,,https://www.linkedin.com/search/results/companies/?keywords=CAMPUS PRIVE BORDEAUX,Google Search,4,No DJI Dock mention found,No,85.59A,1,2023-07-31
978648723,K'SOLUTIONS,FR,Unknown,,,,https://www.linkedin.com/search/results/companies/?keywords=K'SOLUTIONS,,,https://www.linkedin.com/search/results/companies/?keywords=K'SOLUTIONS,Google Search,6,No DJI Dock mention found,No,68.20B,1,2023-08-02
978652774,BOSS CAMPUS NICE,FR,Training,,,,https://www.linkedin.com/search/results/companies/?keywords=BOSS CAMPUS NICE,,,https://www.linkedin.com/search/results/companies/?keywords=BOSS CAMPUS NICE,Google Search,11,No DJI Dock mention found,No,85.59A,1,2023-08-08
978657120,SASU FNCCR,FR,SI (Engineering),,,,https://www.linkedin.com/search/results/companies/?keywords=SASU FNCCR,,,https://www.linkedin.com/search/results/companies/?keywords=SASU FNCCR,Google Search,10,No DJI Dock mention found,No,71.12B,12,2023-07-26
978743060,THERMOETUDE,FR,SI (Engineering),,,,https://www.linkedin.com/search/results/companies/?keywords=THERMOETUDE,,,https://www.linkedin.com/search/results/companies/?keywords=THERMOETUDE,Google Search,17,No DJI Dock mention found,No,71.12B,2,2023-07-29
978753549,FONDASOLUTION,FR,SI (Engineering),,,,https://www.linkedin.com/search/results/companies/?keywords=FONDASOLUTION,,,https://www.linkedin.com/search/results/companies/?keywords=FONDASOLUTION,Google Search,23,No DJI Dock mention found,No,71.12B,1,2023-09-15
978754695,MAPLE HTL,FR,Service Provider,,,,https://www.linkedin.com/search/results/companies/?keywords=MAPLE HTL,,,https://www.linkedin.com/search/results/companies/?keywords=MAPLE HTL,Google Search,6,No DJI Dock mention found,No,82.99Z,1,2023-08-16
978773448,DPPI LIFESTYLE,FR,Unknown,,,,https://www.linkedin.com/search/results/companies/?keywords=DPPI LIFESTYLE,,,https://www.linkedin.com/search/results/companies/?keywords=DPPI LIFESTYLE,Google Search,20,No DJI Dock mention found,No,59.11B,1,2023-09-01
978794527,SOFID EST,FR,SI (Engineering),,,,https://www.linkedin.com/search/results/companies/?keywords=SOFID EST,,,https://www.linkedin.com/search/results/companies/?keywords=SOFID EST,Google Search,13,No DJI Dock mention found,No,71.12B,1,2023-08-21
978797082,INCARI-LABS,FR,Unknown,,,,https://www.linkedin.com/search/results/companies/?keywords=INCARI-LABS,,,https://www.linkedin.com/search/results/companies/?keywords=INCARI-LABS,Google Search,17,No DJI Dock mention found,No,58.29C,1,2023-08-23
978797280,OPTIMA FORMATION,FR,SI (Engineering),,,,https://www.linkedin.com/search/results/companies/?keywords=OPTIMA FORMATION,,,https://www.linkedin.com/search/results/companies/?keywords=OPTIMA FORMATION,Google Search,22,No DJI Dock mention found,No,71.12B,1,2023-08-03
978845956,ECO BTP RECYCLE,FR,SI (Engineering),,,,https://www.linkedin.com/search/results/companies/?keywords=ECO BTP RECYCLE,,,https://www.linkedin.com/search/results/companies/?keywords=ECO BTP RECYCLE,Google Search,26,No DJI Dock mention found,No,71.12B,1,2023-09-01
978856631,CAPTUREA,FR,SI (Engineering),,,,https://www.linkedin.com/search/results/companies/?keywords=CAPTUREA,,,https://www.linkedin.com/search/results/companies/?keywords=CAPTUREA,Google Search,16,No DJI Dock mention found,No,71.12B,1,2023-09-01
978890713,ECT SOLUTIONS,FR,SI (Engineering),,,,https://www.linkedin.com/search/results/companies/?keywords=ECT SOLUTIONS,,,https://www.linkedin.com/search/results/companies/?keywords=ECT SOLUTIONS,Google Search,16,No DJI Dock mention found,No,71.12B,1,2023-08-22
978971927,RTS SOLUTIONS,FR,Unknown,,,,https://www.linkedin.com/search/results/companies/?keywords=RTS SOLUTIONS,,,https://www.linkedin.com/search/results/companies/?keywords=RTS SOLUTIONS,Google Search,11,No DJI Dock mention found,No,58.29C,2,2023-09-01
978983997,UNITEE,FR,Unknown,,,,https://www.linkedin.com/search/results/companies/?keywords=UNITEE,,,https://www.linkedin.com/search/results/companies/?keywords=UNITEE,Google Search,18,No DJI Dock mention found,No,16.23Z,1,2023-08-25
979000726,MIRROR 404,FR,Unknown,,,,https://www.linkedin.com/search/results/companies/?keywords=MIRROR 404,,,https://www.linkedin.com/search/results/companies/?keywords=MIRROR 404,Google Search,19,No DJI Dock mention found,No,58.29C,1,2023-08-18
