priority,company_name,normalized_name,country,city,signal_source,dock_qa_status,dock_verified,website,linkedin,normalized_domain,missing,notes
P4,SCI CLAIRE DRONEAU,sci claire droneau,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:70.2C|generic_name|PME/micro
P4,SCI DES ANDRONES,sci des andrones,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:55.10Z|generic_name|PME/micro
P4,SEE BY DRONE,see by drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:70.21Z|generic_name|structured|PME/micro
P4,SEMADRONES,semadrones,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.12B|generic_name|structured|emp:11|PME/micro
P4,SHOOTDRONE SAS,shootdrone sas,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_B:62.01Z|generic_name|structured|PME/micro
P4,SIDRONE,sidrone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:82.11Z|generic_name|structured|PME/micro
P4,SIG-DRONE,sig-drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.12B|generic_name|structured|emp:02|PME/micro
P4,SKF-DRONE,skf-drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_B:30.30Z|generic_name|structured|PME/micro
P4,SKYDRONE CAPITAL,skydrone capital,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:70.10Z|generic_name|structured|PME/micro
P4,SKYDRONE INNOVATIONS,skydrone innovations,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.12B|provider_kw|structured|emp:11|PME/micro
P4,SKYDRONE INVEST,skydrone invest,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:70.10Z|generic_name|structured|PME/micro
P4,SNOWDRONE,snowdrone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:49.32Z|generic_name|structured|emp:12|PME/micro
P4,SOCIETE FRANCAISE DU DRONE,societe francaise du drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_B:74.90B|generic_name|structured|PME/micro
P4,SOLODRONE,solodrone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.12B|generic_name|structured|PME/micro
P4,SOLUTIONS-DRONES-86,solutions-drones-86,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:32.99Z|provider_kw|structured|PME/micro
P4,SONODRONE,sonodrone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:90.02Z|generic_name|structured|PME/micro
P4,SPA3DRONE,spa3drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.12B|generic_name|structured|PME/micro
P4,SPACEDRONE,spacedrone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_B:30.30Z|generic_name|structured|emp:01|PME/micro
P4,SPACEDRONE-DATALINK,spacedrone-datalink,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:72.19Z|generic_name|structured|PME/micro
P4,SPARNACUS DRONE,sparnacus drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:01.61Z|generic_name|structured|PME/micro
P4,SPECDRONE,specdrone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:47.11B|generic_name|structured|PME/micro
P4,SPLENDID DRONES,splendid drones,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:90.01Z|generic_name|structured|PME/micro
P4,SQUADRONE SYSTEM,squadrone system,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.12B|provider_kw|structured|emp:12|PME/micro
P4,SQUADRONE VOLANTE,squadrone volante,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:82.30Z|generic_name|PME/micro
P4,START DRONE,start drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_B:70.22Z|generic_name|structured|PME/micro
P4,SYN-DRONE PRODUCTION,syn-drone production,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:90.01Z|generic_name|PME/micro
P4,SYNAIRGIDRONE,synairgidrone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_B:74.90B|generic_name|structured|PME/micro
P4,TA TECHDRONE,ta techdrone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_B:74.90B|provider_kw|structured|PME/micro
P4,TAHITI TECHNODRONE,tahiti technodrone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.12B|provider_kw|structured|PME/micro
P4,TD DRONE,td drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:81.29A|generic_name|structured|PME/micro
P4,TERRES ET DRONE SERVICES,terres et drone services,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:01.61Z|provider_kw|structured|PME/micro
P4,THERMODRONESERVICES,thermodroneservices,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.20B|provider_kw|structured|PME/micro
P4,TOITURE DRONE,toiture drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:35.11Z|generic_name|structured|PME/micro
P4,TONNER DRONES,tonner drones,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:46.52Z|generic_name|structured|PME/micro
P4,TOP DRONE 60,top drone 60,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:82.30Z|generic_name|structured|PME/micro
P4,TOPO DRONE SBH,topo drone sbh,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:71.12A|generic_name|structured|PME/micro
P4,TOPODRONE,topodrone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.12B|generic_name|structured|PME/micro
P4,TOPODRONE SOLUTION,topodrone solution,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:71.12A|generic_name|structured|PME/micro
P4,TOURNAGE DRONE PARIS,tournage drone paris,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:77.39Z|generic_name|structured|PME/micro
P4,TOUT LE DRONE,tout le drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:32.99Z|generic_name|structured|PME/micro
P4,TOWER DRONE,tower drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:52.23Z|generic_name|structured|PME/micro
P4,UAV INNOVATION CONSULTING,uav innovation consulting,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_B:74.90B|provider_kw|structured|PME/micro
P4,UN ECLAIR DE DRONE,un eclair de drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_B:43.99D|generic_name|structured|PME/micro
P4,UNION NATIONALE DES EXPLOITANTS ET DES PROFESSIONNELS DE L'AERONAUTIQUE TELEPILOTEE,union nationale des exploitants et des professionnels de l'aeronautique telepilotee,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:94.12Z|generic_name|PME/micro
P4,URBANDRONE,urbandrone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_B:62.01Z|generic_name|structured|PME/micro
P4,USINAGE-CHAUDRONERIE-SOUDURE,usinage-chaudronerie-soudure,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:25.62B|generic_name|structured|PME/micro
P4,VEGETAL DRONE,vegetal drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:01.61Z|generic_name|structured|PME/micro
P4,VERDRONE,verdrone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:58.29C|generic_name|structured|emp:02|PME/micro
P4,VISADRONE,visadrone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:77.39Z|generic_name|structured|emp:01|PME/micro
P4,VISI'EAU & AIR DRONE,visi'eau & air drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_B:74.90B|generic_name|structured|PME/micro
P4,VISION DRONES BOURGOGNE,vision drones bourgogne,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.20B|generic_name|structured|PME/micro
P4,VISUDRONE,visudrone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:71.12A|generic_name|structured|PME/micro
P4,VP DRONES,vp drones,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.12B|generic_name|structured|PME/micro
P4,VYNSKY DRONE,vynsky drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.20B|generic_name|structured|PME/micro
P4,WEBDRONE,webdrone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_B:62.01Z|generic_name|structured|emp:11|PME/micro
P4,WOLF DRONE SOLUTIONS,wolf drone solutions,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_B:30.30Z|provider_kw|structured|PME/micro
P4,XENODRONE,xenodrone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.12B|generic_name|structured|PME/micro
P4,YANN DRONEAU,yann droneau,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:51.10Z|generic_name|PME/micro
P4,ZONE DE DRONE,zone de drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:00.00Z|generic_name|structured|PME/micro
P4,2D Property Management B.V.,2d property management b.v.,NL,,ilt_oa,raw,,,,,website+linkedin,
P4,2MB Media,2mb media,NL,,ilt_oa,raw,,,,,website+linkedin,
P4,67 Solutions B.V.,67 solutions b.v.,NL,,ilt_oa,raw,,,,,website+linkedin,
P4,A. Agterberg,a. agterberg,NL,,ilt_oa,raw,,,,,website+linkedin,
P4,Aerata,aerata,NL,,ilt_oa,raw,,,,,website+linkedin,
P4,Aeriallive Productions,aeriallive productions,NL,,ilt_oa,raw,,,,,website+linkedin,
P4,Aero-metrics,aero-metrics,NL,,ilt_oa,raw,,,,,website+linkedin,
P4,APEX Audio Visuals,apex audio visuals,NL,,ilt_oa,raw,,,,,website+linkedin,
P4,BiBi House Styling,bibi house styling,NL,,ilt_oa,raw,,,,,website+linkedin,
P4,Bjorn Mierop Productions,bjorn mierop productions,NL,"Issued: 28-02-2025, Expiry: 28-02-2027",ilt_sts,raw,,,,,website+linkedin,"Issued: 28-02-2025, Expiry: 28-02-2027"
P4,BlikvanBoven VOF,blikvanboven vof,NL,,ilt_oa,raw,,,,,website+linkedin,
P4,Brandsma Digital Measurement,brandsma digital measurement,NL,,ilt_oa,raw,,,,,website+linkedin,
P4,Bureau voor de Landmeetkunde de Winter,bureau voor de landmeetkunde de winter,NL,,ilt_oa,raw,,,,,website+linkedin,
P4,Cinemato Media BV.,cinemato media bv.,NL,,ilt_oa,raw,,,,,website+linkedin,
P4,Dé naam in beeld B.V.,dé naam in beeld b.v.,NL,,ilt_oa,raw,,,,,website+linkedin,
P4,De Oude Bibliotheek B.V.,de oude bibliotheek b.v.,NL,,ilt_oa,raw,,,,,website+linkedin,
P4,De Wilde Swaen Holding B.V.,de wilde swaen holding b.v.,NL,,ilt_oa,raw,,,,,website+linkedin,
P4,Den Bakker Drone Survey B.V.,den bakker drone survey b.v.,NL,,ilt_oa,raw,,,,,website+linkedin,
P4,Droonstra,droonstra,NL,,ilt_oa,raw,,,,,website+linkedin,
P4,Dutch Air Survey,dutch air survey,NL,,ilt_oa,raw,,,,,website+linkedin,
P4,Fotografie van de Biezen,fotografie van de biezen,NL,,ilt_oa,raw,,,,,website+linkedin,
P4,Frank de Bruijn,frank de bruijn,NL,,ilt_oa,raw,,,,,website+linkedin,
P4,Helix Aerial Vision,helix aerial vision,NL,,ilt_oa,raw,,,,,website+linkedin,
P4,HotShots Producties,hotshots producties,NL,,ilt_oa,raw,,,,,website+linkedin,
P4,HS Tuinbouw Service B.V,hs tuinbouw service b.v,NL,,ilt_oa,raw,,,,,website+linkedin,
P4,ILT Aerosensing,ilt aerosensing,NL,,ilt_oa,raw,,,,,website+linkedin,
P4,Intures Industry B.V.,intures industry b.v.,NL,,ilt_oa,raw,,,,,website+linkedin,
P4,Jan Vroomans Drone Diensten,jan vroomans drone diensten,NL,,ilt_oa,raw,,,,,website+linkedin,
P4,JJ Media,jj media,NL,"Issued: 28-11-2025, Expiry: 28-11-2027",ilt_sts,raw,,,,,website+linkedin,"Issued: 28-11-2025, Expiry: 28-11-2027"
P4,Landmeetkundig Adviesbureau van der Hart-Survey B.V.,landmeetkundig adviesbureau van der hart-survey b.v.,NL,,ilt_oa,raw,,,,,website+linkedin,
P4,LUGN Control Center B.V.,lugn control center b.v.,NL,,ilt_oa,raw,,,,,website+linkedin,
P4,Lykelema.Online,lykelema.online,NL,,ilt_oa,raw,,,,,website+linkedin,
P4,Marcel Willems Photography,marcel willems photography,NL,,ilt_oa,raw,,,,,website+linkedin,
P4,Mart Stevens Project Fotografie,mart stevens project fotografie,NL,,ilt_oa,raw,,,,,website+linkedin,
P4,Matthijs de Vos Photo Film Drone,matthijs de vos photo film drone,NL,,ilt_oa,raw,,,,,website+linkedin,
P4,MediaGen Dronewize,mediagen dronewize,NL,,ilt_oa,raw,,,,,website+linkedin,
P4,Mortr Media,mortr media,NL,,ilt_oa,raw,,,,,website+linkedin,
P4,Movie Studio Druten,movie studio druten,NL,,ilt_oa,raw,,,,,website+linkedin,
P4,R-ffect Inspecties B.V.,r-ffect inspecties b.v.,NL,"Issued: 21-11-2025, Expiry: 21-11-2027",ilt_sts,raw,,,,,website+linkedin,"Issued: 21-11-2025, Expiry: 21-11-2027"
P4,R. van der Wal B.V.,r. van der wal b.v.,NL,,ilt_oa,raw,,,,,website+linkedin,
P4,Rijndorp Installaties B.V.,rijndorp installaties b.v.,NL,,ilt_oa,raw,,,,,website+linkedin,
P4,Rob Rovers Drone Solutions,rob rovers drone solutions,NL,,ilt_oa,raw,,,,,website+linkedin,
P4,Robin Visser Photography,robin visser photography,NL,,ilt_oa,raw,,,,,website+linkedin,
P4,Specialised Solar Cleaning,specialised solar cleaning,NL,,ilt_oa,raw,,,,,website+linkedin,
P4,Sproeibedrijf van Hattem,sproeibedrijf van hattem,NL,,ilt_oa,raw,,,,,website+linkedin,
P4,Surveying & consultancy firm Meet BV.,surveying & consultancy firm meet bv.,NL,,ilt_oa,raw,,,,,website+linkedin,
P4,The Fieldwork Company B.V.,the fieldwork company b.v.,NL,,ilt_oa,raw,,,,,website+linkedin,
P4,Total Drone Support,total drone support,NL,,ilt_oa,raw,,,,,website+linkedin,
P4,Truckparkings Rotterdam Exploitatie B.V.,truckparkings rotterdam exploitatie b.v.,NL,,ilt_oa,raw,,,,,website+linkedin,
P4,Van den Herik Kust- en Oeverwerken B.V.,van den herik kust- en oeverwerken b.v.,NL,,ilt_oa,raw,,,,,website+linkedin,
P4,Van den Heuvel Aannemingsbedrijf B.V.,van den heuvel aannemingsbedrijf b.v.,NL,,ilt_oa,raw,,,,,website+linkedin,
P4,Van der Graaf EW Engineering B.V.,van der graaf ew engineering b.v.,NL,,ilt_oa,raw,,,,,website+linkedin,
P4,Viforis,viforis,NL,,ilt_oa,raw,,,,,website+linkedin,
P4,Vollezon B.V.,vollezon b.v.,NL,,ilt_oa,raw,,,,,website+linkedin,
P4,W2R Drone Projects B.V.,w2r drone projects b.v.,NL,,ilt_oa,raw,,,,,website+linkedin,
P4,Wanner Drone Inspecties,wanner drone inspecties,NL,,ilt_oa,raw,,,,,website+linkedin,
P4,Weenk Engineering BV,weenk engineering bv,NL,,ilt_oa,raw,,,,,website+linkedin,
