id,article_id,relevance_score,company,country,city,use_case,signal_type,summary,flytbase_mentioned,persons,entities,drop_reason,is_duplicate,status,actions_taken,reviewed_at,dismissed_at,slack_sent_at,created_at,normalized_url,url_fingerprint,enriched_at,drone_docks,prog_value,implementation_date,industry
scored_li_run_li_202603181924359_1773861974676_45_1773862115408,li_run_li_202603181924359_1773861974676_45,0,null,null,null,null,OTHER,null,false,[],"[{""name"":""DJI"",""type"":""oem"",""linkedin_url"":""https://www.linkedin.com/company/dji/posts""}]",OEM product marketing with no actionable lead.,false,new,[],null,null,null,2026-03-18 19:28:35.408+00,www.linkedin.com/feed/update/urn:li:activity:7435028804827496448,www.linkedin.com/feed/update/urn:li:activity:7435028804827496448,null,null,null,null,null
scored_li_run_li_202603181924359_1773861974676_47_1773862115408,li_run_li_202603181924359_1773861974676_47,0,null,null,null,null,DEPLOYMENT,null,false,"[{""name"":""Michael Lever"",""role"":""Technical Director"",""linkedin_url"":""https://www.linkedin.com/in/michaelleversa/"",""organization"":""24/7 Drone Force""}]","[{""name"":""24/7 Drone Force"",""type"":""partner""},{""name"":""DJI"",""type"":""oem""}]",Duplicate lead for same company & project as Post 34.,false,new,[],null,null,null,2026-03-18 19:28:35.408+00,www.linkedin.com/feed/update/urn:li:activity:7434270222213349376,www.linkedin.com/feed/update/urn:li:activity:7434270222213349376,null,null,null,null,null
scored_li_run_li_202603181924359_1773861974676_49_1773862115408,li_run_li_202603181924359_1773861974676_49,0,null,null,null,null,OTHER,null,false,[],"[{""name"":""Aeronex FZCO"",""type"":""partner"",""linkedin_url"":""https://www.linkedin.com/company/aeronex-fzco/posts""},{""name"":""DJI Enterprise"",""type"":""oem""},{""name"":""DJI"",""type"":""oem""}]","Resharing of OEM marketing content, not a direct deployment or new offering.",false,new,[],null,null,null,2026-03-18 19:28:35.408+00,www.linkedin.com/pulse/important-takeaways-from-automating-oil-gas-inspections-dji-ki0of,www.linkedin.com/pulse/important-takeaways-from-automating-oil-gas-inspections-dji-ki0of,null,null,null,null,null
scored_li_run_li_202603181924359_1773861974676_55_1773862115408,li_run_li_202603181924359_1773861974676_55,0,null,null,null,null,OTHER,null,false,[],"[{""name"":""DJI"",""type"":""oem"",""linkedin_url"":""https://www.linkedin.com/company/dji/posts""}]",OEM product marketing with no actionable lead.,false,new,[],null,null,null,2026-03-18 19:28:35.408+00,www.linkedin.com/feed/update/urn:li:activity:7315709387837214720,www.linkedin.com/feed/update/urn:li:activity:7315709387837214720,null,null,null,null,null
scored_li_run_li_202603181924359_1773861974676_57_1773862115408,li_run_li_202603181924359_1773861974676_57,0,null,null,null,null,OTHER,null,false,[],"[{""name"":""DJI"",""type"":""oem""}]",Insufficient information / OEM product marketing.,true,new,[],null,null,null,2026-03-18 19:28:35.408+00,linkedin_run_li_202603181924359_1773861974676_57,www.linkedin.com,null,null,null,null,null
scored_li_run_li_202603181807014_1773857256529_16_1773857308835,li_run_li_202603181807014_1773857256529_16,25,null,null,null,"Mining Inspections, Stockpile Volumetrics, Environmental Surveys",OTHER,"Vlad Laukhin discusses the advanced capabilities and benefits of autonomous Drone-in-a-Box platforms for mining operations with hypothetical adoption metrics, but no specific project or partner is identified.",false,"[{""name"":""Vlad Laukhin"",""role"":null,""organization"":null}]",[],Weak signal: detailed industry application but no concrete project or actionable lead,false,new,[],null,null,null,2026-03-18 18:08:28.835+00,www.linkedin.com/in/vladlaukhin,www.linkedin.com/in/vladlaukhin,null,null,null,null,null
scored_li_run_li_202603181807014_1773857256529_0_1773857308835,li_run_li_202603181807014_1773857256529_0,5,null,null,null,Autonomous Aerial Surveillance,OTHER,"This post is a generic promotion of Drone-in-a-Box for aerial surveillance with no specific project or identifiable lead, making it noise.",false,"[{""name"":""Artem Isaev"",""role"":null,""organization"":null}]",[],Generic product marketing/thought leadership,false,new,[],null,null,null,2026-03-18 18:08:28.835+00,www.linkedin.com/in/isaevartem,www.linkedin.com/in/isaevartem,null,null,null,null,null
scored_li_run_li_202603181807014_1773857256529_2_1773857308835,li_run_li_202603181807014_1773857256529_2,5,null,null,null,"Site Security, Autonomous Aerial Patrols",OTHER,This post provides a general explanation of Drone-in-a-Box for security applications but does not indicate any concrete project or actionable lead.,false,"[{""name"":""Jamie Cording"",""role"":null,""organization"":null}]",[],Generic product marketing/thought leadership,false,new,[],null,null,null,2026-03-18 18:08:28.835+00,www.linkedin.com/in/jamie-cording,www.linkedin.com/in/jamie-cording,null,null,null,null,null
scored_li_run_li_202603181807014_1773857256529_4_1773857308835,li_run_li_202603181807014_1773857256529_4,5,null,null,null,"Automated Inspections, Real-time Surveillance, Data Gathering",OTHER,This post discusses general market trends for Drone-in-a-Box solutions and does not present an actionable commercial opportunity.,false,"[{""name"":""Aishwarya K"",""role"":null,""organization"":null}]",[],Generic market trend analysis,false,new,[],null,null,null,2026-03-18 18:08:28.835+00,www.linkedin.com/in/aishwarya-k-413332395,www.linkedin.com/in/aishwarya-k-413332395,null,null,null,null,null
scored_li_run_li_202603181807014_1773857256529_6_1773857308835,li_run_li_202603181807014_1773857256529_6,5,null,null,null,Drone-in-a-Box concept for various industries,OTHER,"The post is a thought leadership piece on Drone-in-a-Box by Matthew R. O. Brown, ending with a self-promotion for his drone storytelling services, and does not provide a FlytBase-relevant lead.",false,"[{""name"":""Matthew R. O. Brown"",""role"":null,""organization"":""CreatedPh""}]","[{""name"":""CreatedPh"",""type"":""other""}]","Generic thought leadership, author promoting own services",false,new,[],null,null,null,2026-03-18 18:08:28.835+00,www.linkedin.com/in/matthewrobrown,www.linkedin.com/in/matthewrobrown,null,null,null,null,null
scored_li_run_li_202603181807014_1773857256529_8_1773857308835,li_run_li_202603181807014_1773857256529_8,5,null,null,null,Industrial Inspections,OTHER,"This post is a general discussion by Brock Ryder about the future of Drone-in-a-Box solutions for industrial inspections, lacking specific project details or actionable leads.",false,"[{""name"":""Brock Ryder"",""role"":null,""organization"":null}]",[],Generic thought leadership,false,new,[],null,null,null,2026-03-18 18:08:28.835+00,www.linkedin.com/in/brockryder,www.linkedin.com/in/brockryder,null,null,null,null,null
scored_li_run_li_202603181924359_1773861974676_66_1773862115409,li_run_li_202603181924359_1773861974676_66,0,null,null,null,null,OTHER,null,false,[],"[{""name"":""DJI"",""type"":""oem"",""linkedin_url"":""https://www.linkedin.com/company/dji/posts""}]",OEM product marketing with no actionable lead.,false,new,[],null,null,null,2026-03-18 19:28:35.409+00,www.linkedin.com/feed/update/urn:li:activity:7305241161282002946,www.linkedin.com/feed/update/urn:li:activity:7305241161282002946,null,null,null,null,null
scored_li_run_li_202603181924359_1773861974676_68_1773862115409,li_run_li_202603181924359_1773861974676_68,0,null,null,null,null,OTHER,null,false,[],"[{""name"":""DJI"",""type"":""oem""}]",Insufficient information / OEM product marketing.,true,new,[],null,null,null,2026-03-18 19:28:35.409+00,linkedin_run_li_202603181924359_1773861974676_68,www.linkedin.com,null,null,null,null,null
scored_li_run_li_202603181807014_1773857256529_10_1773857308835,li_run_li_202603181807014_1773857256529_10,5,null,null,null,Automated Drone Operations,OTHER,This post from Market Pulse Point offers a generic overview of the Drone-in-a-Box market and does not represent a commercial opportunity.,false,[],"[{""name"":""Market Pulse Point"",""type"":""other""}]",Generic market overview,false,new,[],null,null,null,2026-03-18 18:08:28.835+00,www.linkedin.com/company/market-pulse-point/posts,www.linkedin.com/company/market-pulse-point/posts,null,null,null,null,null
scored_li_run_li_202603181807014_1773857256529_12_1773857308835,li_run_li_202603181807014_1773857256529_12,5,null,null,null,Solar Inspection (conceptual),OTHER,"This post from Leaping Wing briefly discusses the conceptual need for Drone-in-a-Box in solar, but lacks any actionable details for a lead.",false,[],"[{""name"":""Leaping Wing - Drone Imagery and Survey Data"",""type"":""other""}]",Generic thought leadership,false,new,[],null,null,null,2026-03-18 18:08:28.835+00,www.linkedin.com/company/leaping-wing/posts,www.linkedin.com/company/leaping-wing/posts,null,null,null,null,null
scored_li_run_li_202603181807014_1773857256529_14_1773857308835,li_run_li_202603181807014_1773857256529_14,5,null,null,null,Market Analysis for Drone-in-a-Box,OTHER,"This post from Brandwood CK promotes a market report on the global Drone-in-a-Box market, providing general industry statistics rather than an actionable lead.",false,[],"[{""name"":""Brandwood CK"",""type"":""other""}]",Generic market report,false,new,[],null,null,null,2026-03-18 18:08:28.835+00,www.linkedin.com/company/brandwood-ck/posts,www.linkedin.com/company/brandwood-ck/posts,null,null,null,null,null
scored_li_run_li_202603181807014_1773857256529_18_1773857308835,li_run_li_202603181807014_1773857256529_18,5,null,null,null,Market Research for Drone-in-a-Box,OTHER,"This post from Hashub promotes a market research report on Drone-in-a-Box, offering general market insights rather than a direct commercial opportunity.",false,[],"[{""name"":""Hashub"",""type"":""other""}]",Generic market report,false,new,[],null,null,null,2026-03-18 18:08:28.835+00,www.linkedin.com/company/hashub/posts,www.linkedin.com/company/hashub/posts,null,null,null,null,null
scored_article_1773767630449_0_1773767963185,article_1773767630449_0,85,Terra Drone Corporation,null,null,"UAS Traffic Management (UTM), pre-flight risk assessment for defense/security",PARTNERSHIP,"Terra Drone's group company Unifly has joined a European Defence Agency-led project to standardize pre-flight risk assessment for drones in the defense and security sectors across Europe, leveraging its UTM systems and recent acquisition of EuroUSC Italia.",false,[],"[{""name"":""Unifly"",""type"":""partner""},{""name"":""European Defence Agency (EDA)"",""type"":""regulator""},{""name"":""EuroUSC Italia S.r.l."",""type"":""partner""}]",null,false,reviewed,[],2026-03-18 08:56:42.814+00,null,null,2026-03-17 17:19:23.185+00,news.google.com/rss/articles/cbmiugfbvv95cuxpqkjemtdiz3rzyux2ym5zvhdxtehjvwvibnhivdzyejl3u29yx1jhnlpzvhhiwjdszmm1t0x6dkfrvvjpbtnyt05www5kztzldhdjmjvsmgl0vzbfrwzivjvqofrkmdjut3l0y1m4bf9eswiwm1rlr3mzz1ywnuxsnxjlagtvvzfxzfhaaglpallsmxbargtnbne5d1n4nkhjzwvsr0n3rgdlz1nvyvvwrgfwsefgm3bsa2c,news.google.com/rss/articles/cbmiugfbvv95cuxpqkjemtdiz3rzyux2ym5zvhdxtehjvwvibnhivdzyejl3u29yx1jhnlpzvhhiwjdszmm1t0x6dkfrvvjpbtnyt05www5kztzldhdjmjvsmgl0vzbfrwzivjvqofrkmdjut3l0y1m4bf9eswiwm1rlr3mzz1ywnuxsnxjlagtvvzfxzfhaaglpallsmxbargtnbne5d1n4nkhjzwvsr0n3rgdlz1nvyvvwrgfwsefgm3bsa2c?oc=5,null,null,null,null,Public Safety & Emergency Response
scored_article_1773767630449_21_1773768055257,article_1773767630449_21,75,Drone Force,null,null,Crime fighting,PARTNERSHIP,Drone Force is partnering with Vumacam to deploy autonomous drones for crime fighting.,false,"[{""name"":""Ricky Croock"",""role"":""CEO"",""organization"":""Vumacam""},{""name"":""David De Lima"",""role"":""CEO"",""organization"":""Drone Force""},{""name"":""Michael Lever"",""role"":""Technical Director"",""organization"":""24/7 Drone Force""}]","[{""name"":""Vumacam"",""type"":""partner""},{""name"":""Drone Force"",""type"":""operator""},{""name"":""South African Civil Aviation Authority"",""type"":""regulator""},{""name"":""Private Security Industry Regulatory Authority"",""type"":""regulator""}]",null,false,reviewed,"[""bookmarked""]",2026-03-18 09:00:00.361+00,null,null,2026-03-17 17:20:55.257+00,news.google.com/rss/articles/cbmivwfbvv95cuxpd3hyzkphcviyueficuq3t1rwnwjebuxrm2hrwm9ozxfsq2xxcfzru0czn2hkovb1dfhzymdxmvu0wujnqun0qljjeunhrw1lvzzxu3rsrutzyv9infjfs0rdekcxmvuzszhjadrkbwdjml93nu80nuppmxplbzv4nv82rex2zhvrnfhrrwhwxzyzq1dwbdldanjgwnlzzvg1tc1iwhmyamq1oetmwml0q19wd1rzdi1iallzzu03oa,news.google.com/rss/articles/cbmivwfbvv95cuxpd3hyzkphcviyueficuq3t1rwnwjebuxrm2hrwm9ozxfsq2xxcfzru0czn2hkovb1dfhzymdxmvu0wujnqun0qljjeunhrw1lvzzxu3rsrutzyv9infjfs0rdekcxmvuzszhjadrkbwdjml93nu80nuppmxplbzv4nv82rex2zhvrnfhrrwhwxzyzq1dwbdldanjgwnlzzvg1tc1iwhmyamq1oetmwml0q19wd1rzdi1iallzzu03oa?oc=5,2026-03-18 08:57:53.528+00,null,null,null,Public Safety & Emergency Response
scored_li_run_li_202603181807014_1773857256529_20_1773857308835,li_run_li_202603181807014_1773857256529_20,5,null,null,null,Market Analysis for Drone-in-a-Box,OTHER,"This post promotes a Drone-in-a-Box market report by Market Research Intellect, offering general market forecasts and not an actionable commercial lead.",false,[],"[{""name"":""Sensors & MEMS RR"",""type"":""other""},{""name"":""Market Research Intellect"",""type"":""other""}]",Generic market report,false,new,[],null,null,null,2026-03-18 18:08:28.835+00,www.linkedin.com/company/sensors-mems-rr/posts,www.linkedin.com/company/sensors-mems-rr/posts,null,null,null,null,null
scored_article_1773767630449_27_1773768055257,article_1773767630449_27,60,ZenaTech,USA,Orlando,null,EXPANSION,ZenaTech is expanding its Drone as a Service (DaaS) business by establishing a new global headquarters in Orlando.,false,"[{""name"":""Shaun Passley"",""role"":""CEO"",""organization"":""ZenaTech""},{""name"":""Linda Montgomery"",""role"":""Investor Relations"",""organization"":""ZenaTech""},{""name"":""Michael Mason"",""role"":""Investor Relations"",""organization"":""CORE IR""}]","[{""name"":""ZenaTech"",""type"":""buyer""},{""name"":""ZenaDrone"",""type"":""oem""}]",null,false,reviewed,[],2026-03-18 09:02:01.488+00,null,null,2026-03-17 17:20:55.257+00,news.google.com/rss/articles/cbmilgfbvv95cuxnr3zzwlzjt29wbmy2evpps0xiuy1umudirghpcuj1rffzyulowgr4wuxfz3lpuxdvrvffexdycfbmaxjpn25lchrmdxc2ekxem2fkeudiruhxedf3ahnzrmdtwi15vvdsowswcs1ezfnzchdqtkpubkrdwnlpmzdszhy5rki3vxmwa25jmuxvvkd1eg5om2c,news.google.com/rss/articles/cbmilgfbvv95cuxnr3zzwlzjt29wbmy2evpps0xiuy1umudirghpcuj1rffzyulowgr4wuxfz3lpuxdvrvffexdycfbmaxjpn25lchrmdxc2ekxem2fkeudiruhxedf3ahnzrmdtwi15vvdsowswcs1ezfnzchdqtkpubkrdwnlpmzdszhy5rki3vxmwa25jmuxvvkd1eg5om2c?oc=5,2026-03-18 09:01:11.269+00,null,null,null,Other: Drone Technology
scored_article_1773767630449_8_1773767963185,article_1773767630449_8,65,Cincinnati police,USA,Cincinnati,"Law enforcement, suspect apprehension, surveillance",DEPLOYMENT,Cincinnati police released video footage demonstrating the successful use of a drone to assist in the arrest of a felony suspect.,false,[],"[{""name"":""Cincinnati police"",""type"":""buyer""}]",null,false,reviewed,[],2026-03-18 08:57:07.122+00,null,null,2026-03-17 17:19:23.185+00,news.google.com/rss/articles/cbmikwfbvv95cuxox0lbtjzfbkvrx0fgevcxvnnzwxbbdwrhr1lhuldushhfqxh0z2xit1bkcvmxbfrucw1hmdiwbs1iuv81ztnlckjlswdtstzzmgjoctbvovq4bgtcci1az0vuduxpqkjqqurfsuj5zm9mt1jzoe1vre1ydufkbfh1nnnrcezwlwtywgvhugnmbe1wltg,news.google.com/rss/articles/cbmikwfbvv95cuxox0lbtjzfbkvrx0fgevcxvnnzwxbbdwrhr1lhuldushhfqxh0z2xit1bkcvmxbfrucw1hmdiwbs1iuv81ztnlckjlswdtstzzmgjoctbvovq4bgtcci1az0vuduxpqkjqqurfsuj5zm9mt1jzoe1vre1ydufkbfh1nnnrcezwlwtywgvhugnmbe1wltg?oc=5,null,null,null,null,Public Safety & Emergency Response
scored_article_1773767630449_19_1773767999369,article_1773767630449_19,60,Flock Safety,null,null,Automated security (Drone-in-a-Box),DEPLOYMENT,null,false,[],[],null,false,dismissed,[],null,2026-03-18 09:02:45.48+00,null,2026-03-17 17:19:59.369+00,news.google.com/rss/articles/cbmivgfbvv95cuxnruftnmznqmtocuhivw5xafdlq29tovntamh5mk03enlhnldby2h3ztfxadh2egpnr1j2m3jxywrzd0p4yuluwxpftljbz3bzbfjeuhcwclnizufrwev3oxvnrhnlmtrzegfwoc1tuxpxsfrryjq4sufjdvblvza2njzbrhzxdeg5r3hkze1qae5fv0jla0rzavp0dwheemfdrngwbufjthzst3ljmknjs3f3ektlahjsszfbmknb0ghgaufvx3lxte1qagjltdfkuve3cwjamwj1a2frqtdkqxdxntjkrm9crgjomy1oog5vwlhvbg5wavdbtjhhewziegf0zuxqwthrauvcsw9uy2pzu3vwbjzzvuh4ql9rctnfeufznwxeehlktvpvyvbur21ivthpqkftzgdzvvowm3l1mtu4yw9jnwfrqwwzwut1zxr3and0cerjnzjsrhj5dmpjvevtcdjgagpfq2lqm29nwkqtrllfmgfyzxzfa3zvvhbfne5kuq,news.google.com/rss/articles/cbmivgfbvv95cuxnruftnmznqmtocuhivw5xafdlq29tovntamh5mk03enlhnldby2h3ztfxadh2egpnr1j2m3jxywrzd0p4yuluwxpftljbz3bzbfjeuhcwclnizufrwev3oxvnrhnlmtrzegfwoc1tuxpxsfrryjq4sufjdvblvza2njzbrhzxdeg5r3hkze1qae5fv0jla0rzavp0dwheemfdrngwbufjthzst3ljmknjs3f3ektlahjsszfbmknb0ghgaufvx3lxte1qagjltdfkuve3cwjamwj1a2frqtdkqxdxntjkrm9crgjomy1oog5vwlhvbg5wavdbtjhhewziegf0zuxqwthrauvcsw9uy2pzu3vwbjzzvuh4ql9rctnfeufznwxeehlktvpvyvbur21ivthpqkftzgdzvvowm3l1mtu4yw9jnwfrqwwzwut1zxr3and0cerjnzjsrhj5dmpjvevtcdjgagpfq2lqm29nwkqtrllfmgfyzxzfa3zvvhbfne5kuq?oc=5,2026-03-18 09:02:09.795+00,null,null,null,Perimeter Security & Smart Facilities
scored_article_1773766244736_16_1773766516274,article_1773766244736_16,80,Drone Force,null,null,"Crime Fighting, Security, Surveillance",PARTNERSHIP,Drone Force has partnered with Vumacam to utilize autonomous drones for crime fighting and security applications.,false,[],"[{""name"":""Vumacam"",""type"":""buyer""},{""name"":""Drone Force"",""type"":""partner""}]",null,false,new,[],null,null,null,2026-03-17 16:55:16.274+00,news.google.com/rss/articles/cbmiwgfbvv95cuxocthrakxxx3leowruderwcdawzkm4y1loc0rudflgalhgqnbtc2q0s3pwme5izjhbm3axqm0yx3btslhhwguyuc1yri05t3pmnzvjegpeck1xnl9vslrrbdvdxy03egswtxb0zezhzwgzqnponvzdc0fxatfqwnzqdwzxuwpna0o4u2tozffyv2rxylnbnk5pcgfuylhkrnzrc3lhadj1u0jlzzvqblk3otvrq3rxqtjqmzjmte1ycl85zw,news.google.com/rss/articles/cbmiwgfbvv95cuxocthrakxxx3leowruderwcdawzkm4y1loc0rudflgalhgqnbtc2q0s3pwme5izjhbm3axqm0yx3btslhhwguyuc1yri05t3pmnzvjegpeck1xnl9vslrrbdvdxy03egswtxb0zezhzwgzqnponvzdc0fxatfqwnzqdwzxuwpna0o4u2tozffyv2rxylnbnk5pcgfuylhkrnzrc3lhadj1u0jlzzvqblk3otvrq3rxqtjqmzjmte1ycl85zw?oc=5,2026-03-18 09:02:58.587+00,null,null,null,Perimeter Security & Smart Facilities
scored_li_run_li_202603181941578_1773863029189_20_1773863155657,li_run_li_202603181941578_1773863029189_20,90,DBOX,Lithuania,Vilnius,"Emergency response, Urban monitoring, Wildlife surveillance",OTHER,"Vladislav Kondratovič, CEO of DBOX, proposes covering Vilnius with DBOX autonomous drone stations for emergency response and urban monitoring, citing a recent bear search incident as an example for the need for real-time visibility.",false,"[{""name"":""Vladislav Kondratovič"",""role"":""CEO"",""linkedin_url"":""https://www.linkedin.com/in/vladislav-kondratovi%C4%8D-0b60781a8/"",""organization"":""DBOX""}]","[{""name"":""DBOX"",""type"":""partner"",""linkedin_url"":null},{""name"":""SAM Ekstremalių sveikatai situacijų centras"",""type"":""buyer"",""linkedin_url"":null},{""name"":""Lietuvos policija"",""type"":""buyer"",""linkedin_url"":null},{""name"":""ID Vilnius"",""type"":""buyer"",""linkedin_url"":null},{""name"":""Vidaus reikalų ministerija / Ministry of the Interior"",""type"":""buyer"",""linkedin_url"":null},{""name"":""Vilniaus rajono savivaldybė/Samorząd Rejonu Wileńskiego"",""type"":""buyer"",""linkedin_url"":null}]",null,false,new,[],null,null,null,2026-03-18 19:45:55.657+00,www.linkedin.com/feed/update/urn:li:activity:7340372190938238977,www.linkedin.com/feed/update/urn:li:activity:7340372190938238977,null,null,null,null,null
scored_li_run_li_202603181924359_1773861974676_27_1773862115408,li_run_li_202603181924359_1773861974676_27,95,Falcon Unmanned Systems,USA,null,"Renewable energy monitoring, infrastructure project monitoring, geospatial data collection, off-grid deployments",DEPLOYMENT,"Falcon Unmanned Systems deployed seven DJI Dock systems across three states within five days for ongoing renewable energy and infrastructure projects, partnering with Aerial Prospex for off-grid power solutions, signifying a major scalable deployment.",false,"[{""name"":""Casey Pryor"",""role"":""Vice President"",""organization"":""Basemap Consulting""},{""name"":""Michael Lever"",""role"":""Technical Consultant"",""organization"":""""},{""name"":""Robert Hart"",""role"":""Founder"",""organization"":""LIDAR Drone Services""}]","[{""name"":""Falcon Unmanned Systems"",""type"":""operator""},{""name"":""DJI"",""type"":""oem""},{""name"":""Aerial Prospex"",""type"":""partner""},{""name"":""Vertex Unmanned Solutions"",""type"":""partner""}]",null,false,new,[],null,null,null,2026-03-18 19:28:35.408+00,www.linkedin.com/feed/update/urn:li:activity:7439022840710049792,www.linkedin.com/feed/update/urn:li:activity:7439022840710049792,2026-03-18 19:29:15.517+00,null,null,null,null
scored_article_1773766244736_12_1773766516274,article_1773766244736_12,85,Just Eat,Ireland,Dublin,Food Delivery,EXPANSION,"Just Eat, an on-demand food delivery platform, is expanding its drone delivery service in Dublin, Ireland, through a partnership with drone delivery operator Manna, delivering orders from restaurants like Burger King.",false,"[{""name"":""Jim O Brien"",""role"":""CEO"",""organization"":""techbuzzireland.com""},{""name"":""Amanda Roche-Kelly"",""role"":""Managing Director"",""organization"":""Just Eat Ireland""},{""name"":""Eoghan Huston"",""role"":""Chief Operating Officer"",""organization"":""Manna""},{""name"":""Derek Mulligan"",""role"":""Director Of Operations"",""organization"":null}]","[{""name"":""Manna"",""type"":""oem""},{""name"":""Burger King"",""type"":""buyer""},{""name"":""Boojum"",""type"":""buyer""}]",null,false,dismissed,[],null,2026-03-18 09:03:03.332+00,null,2026-03-17 16:55:16.274+00,news.google.com/rss/articles/cbmiqafbvv95cuxqdnq5eus4n3lrvtvlym44avhqvgv5ttlru2g5mgdvwuvin3hhukhjuffrmmn0t3z5ze0yely3d2rctwjhvnfkc0t5udr5mjr5zxbbttresunbsdjmdmzjogj0adf6y044ne5izkq4qke0t2zpzna5u2nnwhpkylnuwvfnbmdin09tnjq5uupwewx2dgvlmvder1budjjmdmlzsujszu9wmjtsababqvvfexfmuf81mnfnedjptuvqttb4afd6smptumt2mtewvng1atzoyvpbevdhbs11vtvtwfjfne1fvdlnt1lyb2daoefic1exr1rxttyzuwdix1lja3hddzliv0nox242yzl4c1d0qmjoaunynnhvmxhlatvizwlaz0htend0vfd3undqbxfubzrksfzhv2p4texzzeroy1jmaxjcdgzluexls0fry1rvawo5zv94t1m,news.google.com/rss/articles/cbmiqafbvv95cuxqdnq5eus4n3lrvtvlym44avhqvgv5ttlru2g5mgdvwuvin3hhukhjuffrmmn0t3z5ze0yely3d2rctwjhvnfkc0t5udr5mjr5zxbbttresunbsdjmdmzjogj0adf6y044ne5izkq4qke0t2zpzna5u2nnwhpkylnuwvfnbmdin09tnjq5uupwewx2dgvlmvder1budjjmdmlzsujszu9wmjtsababqvvfexfmuf81mnfnedjptuvqttb4afd6smptumt2mtewvng1atzoyvpbevdhbs11vtvtwfjfne1fvdlnt1lyb2daoefic1exr1rxttyzuwdix1lja3hddzliv0nox242yzl4c1d0qmjoaunynnhvmxhlatvizwlaz0htend0vfd3undqbxfubzrksfzhv2p4texzzeroy1jmaxjcdgzluexls0fry1rvawo5zv94t1m?oc=5,null,null,null,null,Logistics & Delivery
scored_article_1773765627386_12_1773765760942,article_1773765627386_12,65,Versaterm,USA,null,"Public safety operations, real-time situational awareness, unified fleet management, ISR missions",PARTNERSHIP,"Versaterm announced a partnership with Vantage Robotics to integrate Blue UAS-compliant Vesper and Trace UAVs into its public safety platform, DroneSense, to enhance first responder operations and fleet management.",false,"[{""name"":""Christopher Eyhorn"",""role"":""General Manager of DroneSense by Versaterm"",""organization"":""Versaterm""},{""name"":""Tobin Fisher"",""role"":""CEO"",""organization"":""Vantage Robotics""}]","[{""name"":""Versaterm"",""type"":""partner""},{""name"":""Vantage Robotics"",""type"":""oem""}]",null,false,new,[],null,null,null,2026-03-17 16:42:40.942+00,news.google.com/rss/articles/cbmiwwfbvv95cuxnskvvyljeb0zlsk1ybwdwempkr2oyt3llvu53dhuzthporzbit1lxbe1jofpvtxvuwuetuetvdg9huk5pze9bnmzlv19vb0j3d0jjbtlhlur3u2pwunfmstfra0y5mtdpc0pvrtddtmxov1lnwf9oy3vguwtcshg2cwpxrf96rc0zri0wu2pxs3rzx3rdavvvenrhsmp6wtrbq0l1tuvnlwdmd1jadld1ofrjquq5cw5iyxzrmk9bv0htamc,news.google.com/rss/articles/cbmiwwfbvv95cuxnskvvyljeb0zlsk1ybwdwempkr2oyt3llvu53dhuzthporzbit1lxbe1jofpvtxvuwuetuetvdg9huk5pze9bnmzlv19vb0j3d0jjbtlhlur3u2pwunfmstfra0y5mtdpc0pvrtddtmxov1lnwf9oy3vguwtcshg2cwpxrf96rc0zri0wu2pxs3rzx3rdavvvenrhsmp6wtrbq0l1tuvnlwdmd1jadld1ofrjquq5cw5iyxzrmk9bv0htamc?oc=5,2026-03-18 19:04:41.333+00,null,null,null,Public Safety & Emergency Response
scored_li_run_li_202603181924359_1773861974676_58_1773862115408,li_run_li_202603181924359_1773861974676_58,60,Cody Corporation,null,null,"Construction site surveys, inspections, 3D maps, BIM, civil engineering",PARTNERSHIP,"Phillip Im highlights Cody Corporation's offering of DJI Dock solutions to transform construction projects through autonomous drones for rapid site surveys, 3D mapping, and inspections, advocating for smarter and safer building practices.",false,[],"[{""name"":""DJI"",""type"":""oem""},{""name"":""Cody Corporation"",""type"":""si""}]",null,false,new,[],null,null,null,2026-03-18 19:28:35.408+00,www.linkedin.com/pulse/how-dji-dock-transforming-time-sensitive-projects-cody-corporation-pccuf,www.linkedin.com/pulse/how-dji-dock-transforming-time-sensitive-projects-cody-corporation-pccuf,2026-03-18 19:32:43.605+00,null,null,null,null
scored_li_run_li_202603181941578_1773863029189_2_1773863155657,li_run_li_202603181941578_1773863029189_2,85,Zipline,Multiple,null,"Medical supply delivery, Urban delivery",DEPLOYMENT,"Zipline is deploying autonomous drone charging stations at scale for medical supply and urban deliveries across multiple countries, demonstrating high-level autonomy.",false,"[{""name"":""Aviv Bar Zohar"",""role"":""VP Autonomy and AI"",""linkedin_url"":""https://www.linkedin.com/in/aviv-bar-zohar"",""organization"":""Zipline""}]","[{""name"":""Zipline"",""type"":""operator"",""linkedin_url"":null}]",null,false,new,[],null,null,null,2026-03-18 19:45:55.657+00,www.linkedin.com/feed/update/urn:li:activity:7359589692020830210,www.linkedin.com/feed/update/urn:li:activity:7359589692020830210,null,null,null,null,null
