Company Name,Location
LAUNCESTON CITY COUNCIL,"Launceston, Tas"
LAW ENFORCEMENT CONDUCT COMMISSION,"SYDNEY, NSW"
Lawrence Geoffrey BILLSON,"MAYLANDS, WA"
LCG GLOBAL PTY LTD,"LINDFIELD, New South Wales"
Leanne Kay YOUNG,"WEST RICHMOND, SA"
LEAP FROG CONSULTING PTY LTD,"CHERRYBROOK, NSW"
LEBROS & CO PTY LTD,"GOONDIWINDI, Qld"
Lee Justin LUCAS,"ARTARMON, NSW"
Leifu SONG,"TOORAK, Victoria"
LEIGH SURVEYORS PTY LTD,"ASHGROVE, Queensland"
LEMON TREE GROUP PTY LTD,"CARRARA, Qld"
LENSALOFT PTY LTD,"SURREY HILLS, Vic"
Leonard Dean DRAPER,"DOUBTFUL CREEK, NSW"
Leonardo Nogueira de Moraes,"ABBOTSFORD, Vic"
Leonie Fay SWEEDMAN,"WARWICK, Qld"
LEVEL HORIZONS GROUP PTY LTD,"EAST BRISBANE, Queensland"
LEVERAGE 19 PTY LTD,"VERMONT, Victoria"
LEVIN AEROTECH PTY LTD,"STRATH CREEK, Vic"
Lewis John ISAACS,"ENMORE, NSW"
Lewis John MCKILLOP,"TALLEBUDGERA, Qld"
LF DIGITAL PTY LTD,"HOLLAND PARK, Queensland"
Liam Michael FOWLER,"MERRICKS, Vic"
Liam Patrick JESS,"BUANGOR, Vic"
Liam Ross MCGRATH,"ESSENDON, Vic"
LIBERTY INDUSTRIAL PTY LTD,"GLEBE, NSW"
LIFE SAVING VICTORIA LIMITED,"PORT MELBOURNE, Vic"
LIGHT DRONES PTY LTD,"BELMORE, New South Wales"
LIGHTBOX VISUALS PTY LTD,"TEMPE, NSW"
LIMBOR PTY LTD,"CLONTARF, Qld"
LIMITLESS STUDIOS AUSTRALIA PTY LTD,"ARDROSS, WA"
Lincoln John HOBLEY,"UPPER FERNTREE GULLY, Vic"
Lindsay Victor ELLIS,"TUNCURRY, NSW"
LINKE AERIAL SCANNING & IMAGING PTY LTD,"BOTANY, NSW"
Lisa Kate NEWMAN,"YIELIMA, Vic"
LITTLE VIKING PRODUCTIONS PTY LTD,"ALTONA NORTH, Victoria"
LIVERINGA STATION BEEF PTY LTD,"WEST PERTH, WA"
LIVING FARM PTY LTD,"YORK, WA"
Lliam Jacob WOOD,"NORTH PERTH, WA"
Lloyd AQUILINA,"MARKWELL, NSW"
Lloyd Edward SUMMERS,"SOUTH PERTH, Western Australia"
LMATS PTY LTD,"WILLIAMSTOWN, Victoria"
LMI GROUP PTY LTD,"CAMBERWELL, Vic"
LOCATE3D. PTY LTD,"TOORMINA, NSW"
LOCATION EQUIPMENT PTY LTD,"LEEDERVILLE, WA"
LOGAN CITY COUNCIL,"LOGAN CENTRAL, Qld"
Logistics Engineering and Design Pty Ltd,"TEA TREE GULLY, South Australia"
Lomax Media Pty Ltd,"SOUTH BUNBURY, Western Australia"
LONE STAR SURVEYS PTY LTD,"HANNANS, WA"
LRM CONSULTING SERVICES PTY LTD,"CABOOLTURE, Qld"
Lucas Chane CAFARELLA,"ARMIDALE, NSW"
LUCID PROJECTS (AUSTRALIA) PTY LTD,"ADELAIDE, SA"
Luke Adye ROCKLIFF,"Clermont, Qld"
Luke BROWNLIE,"BURPENGARY, Qld"
Luke David Stevenson,"MARIAN, Qld"
LUKE DONALD FRASER,"BOWDEN, SA"
Luke Lovell WATLING,"CAMDEN, NSW"
Luke Zacharias HAVINGA,"GOLDEN GROVE, SA"
LUMEN FILMS PTY. LTD.,"MOSMAN, NSW"
LUMINARIUM PTY. LTD.,"JINDIVICK, Vic"
LUND SURVEY & CIVIL PTY LTD,"BURLEIGH HEADS, Queensland"
LUSH - THE CONTENT AGENCY PTY LTD,"PERTH, WA"
LYON AG PTY LIMITED,"TAMINDA, New South Wales"
M B M MINING SURVEYORS PTY LTD,"WOODVALE, WA"
M.A SERVICES GROUP PTY LTD,"TULLAMARINE, Vic"
M.H. LODEWYK PTY. LTD.,"PARKSIDE, Qld"
MABW PTY LTD,"EAST JINDABYNE, NSW"
MAC TV PTY LTD,"TORQUAY, Vic"
MACA MINING PTY LTD,"WELSHPOOL, WA"
MACK MEDIA PTY LTD,"BOX HILL, New South Wales"
MACKAY REGIONAL COUNCIL,"MACKAY, Qld"
MACKELLAR MINING PTY LTD,"NAMBOUR, Qld"
MACQUARIE UNIVERSITY,"NORTH RYDE, NSW"
MACRO CONSULTING SURVEYORS PTY LTD,"ARRAWARRA HEADLAND, NSW"
MACUTEX PTY. LTD.,"MELBOURNE, Victoria"
MAGTECH SURVEYS PTY LTD,"JINDALEE, Western Australia"
Malcolm David CARNEGIE,"LAKE COWAL, NSW"
Malcolm Grant Clements,"MILDURA, Vic"
MAMBRE PTY LTD,"WARANA, Qld"
MANGALORE INVESTMENTS PTY. LTD.,"MANGALORE, Vic"
MANGOESMAPPING PTY LTD,"ATHERTON, Qld"
MANSFIELD CRUSHING PTY LTD,"MANSFIELD, Victoria"
MAPVIS PTY LTD,"GLADSTONE CENTRAL, Qld"
Marcel WELSCHBILLIG,"GIDGEGANNUP, WA"
Marcelo SILVEIRA ATIQUE,"NAMBOUR, Qld"
Marcus Alan JOHNSON,"YAMBA, NSW"
MARINE & EARTH SCIENCES PTY LTD,"MORNINGSIDE, Qld"
Mario Clancy Naritjarruwa N Faggion,"STUART PARK, NT"
Mark Alastair HEYWOOD,"East Wardell, NSW"
Mark BOWMAN,"COOMERA, Qld"
Mark Damian Jensen,"GUILDFORD, Western Australia"
Mark PIMENTA,"BLACKBURN, Vic"
Mark Roger LAMBERT,"Beckenham, WA"
Mark Samuel ZUCCONI,"KINCUMBER, NSW"
MARKET DYNAMICS PTY LTD,"CONDER, ACT"
Markus STRACK,"TURRAMURRA, NSW"
MARLEE DJINDA PTY LTD,"WEST LEEDERVILLE, WA"
Marshall Dillon EDWARDS,"BIRREGURRA, Vic"
MARTEC AERIAL SERVICES PTY LTD,"SULKY, Vic"
"MARTENS, RENE ERHARD","BENALLA, Vic"
Martin Alexander LEITCH,"NEW GISBORNE, Vic"
Martin Robert Neil GODDEN,"MOUNT BARKER, WA"
Masaru KITANO,"MERRIMAC, Qld"
MASONFILM PTY LTD,"ALLENBY GARDENS, South Australia"
MASTERS SURVEYING PTY LTD,"CHERMSIDE CENTRE, Qld"
MATERIAL FUSION PTY LTD,"CHELTENHAM, Vic"
Mathew Shane DAVIS,"SPRINGFIELD, Qld"
Matthew Anthony MAAS,"LAKE BATHURST, NSW"
Matthew Franklin HAYDEN,"VAUCLUSE, NSW"
Matthew James Crawford,"SHEPPARTON, Vic"
Matthew James LEESE,"NAMBUCCA HEADS, NSW"
Matthew James MURRAY,"OYSTER BAY, NSW"
Matthew John HOLDER,"SCARBOROUGH, WA"
Matthew John William DIERCKX,"MORLEY, WA"
Matthew Kevin GREGSON,"NARANGBA, Qld"
Matthew ronald john COLEMAN,"TALLAI, Qld"
Matthew Scott RICHARDS,"CRAFERS, South Australia"
Matthew Stephen Albert RYAN,"AVONDALE HEIGHTS, Vic"
MATTVISION PTY LIMITED,"GLENHAVEN, NSW"
MAV MEDIA ADVERTISING & VIDEO PRODUCTION PTY LTD,"Port Pirie, SA"
MAVERICK PRODUCTIONS PTY LTD,"LAKE CATHIE, New South Wales"
Max Anthony Mossman,"CHINCHILLA, Qld"
MAX DIGITAL PTY. LIMITED,"BURLEIGH WATERS, Queensland"
Max John CORKINDALE,"FULLARTON, SA"
Mayur KATARIYA,"MOORABBIN, Vic"
MBDB HOLDINGS PTY. LTD.,"ABERFELDIE, Vic"
MBE SURVEYS PTY LTD,"MORANBAH, Qld"
MCA AGRONOMY PTY LTD,"GOONDIWINDI, Queensland"
McCallum Surveys Pty Ltd,"HILLARYS, WA"
MCCAMLEY AVIATION SERVICES PTY LTD,"DULULU, Qld"
MCCONNELL DOWELL CONSTRUCTORS (AUST) PTY LTD,"Richmond, Victoria"
MCDONALD SURVEYS INTERNATIONAL PTY LTD,"PERTH AIRPORT, WA"
McMullen Nolan Group Pty Ltd,"MURDOCH, Western Australia"
MCMURTRIE CONSULTING ENGINEERS PTY LTD,"BERSERKER, Qld"
MEASURE AUSTRALIA PTY LTD,"ARTARMON, NSW"
MECHAERO PTY. LTD.,"EAST FREMANTLE, WA"
MENAI CIVIL CONTRACTORS PTY. LTD.,"CAMPBELLTOWN, New South Wales"
MENSURA ENGINEERING SURVEYS PTY LTD,"YALYALUP, Western Australia"
MEPSTEAD & ASSOCIATES PTY LTD,"THORNLEIGH, NSW"
MESSAGES ON HOLD AUSTRALIA PTY LTD,"OSBORNE PARK, WA"
MET CONTRACTING PTY LTD,"BINNINGUP, WA"
METACIVIL CONTRACTING PTY LTD,"UPPER DARTBROOK, New South Wales"
METRO TRAINS MELBOURNE PTY. LTD.,"DOCKLANDS, Vic"
METROCORP TECHNOLOGIES PTY LTD,"TAREN POINT, NSW"
METROWEST ELECTRICAL & COMMUNICATIONS PTY LTD,"BELMONT, WA"
MGB COMPONENTS PTY LTD,"BOAMBEE, NSW"
MI VISUALS PTY LTD,"GLEN IRIS, Vic"
Michael Anthony Charles BENNETT,"COLLINGWOOD, Victoria"
Michael Edward CLARKE,"COONABARABRAN, NSW"
MICHAEL GARY ROOTES,"BANORA POINT, NSW"
Michael GEDDES,"NORTH MACKSVILLE, New South Wales"
Michael Geoffrey IRVINE,"MARLO, Vic"
Michael Gerarde DEEGAN,"Burns Beach, WA"
Michael Grace,"MELBOURNE, Vic"
Michael James Hooker,"LANGFORD, WA"
Michael Leonard GEERLING,"BARANDUDA, Vic"
Michael LIZOGUBOFF,"SALISBURY HEIGHTS, SA"
Michael Robert EVANS,"Preston, Vic"
Michael Sean O'CONNOR,"LOCKLEYS, SA"
Michael VALOS,"LONGUEVILLE, NSW"
MICHEL GROUP SERVICES PTY. LTD.,"NERANG, Qld"
Michelle Kathryn SIMPSON,"Cathcart, NSW"
MID COAST 2 TOPS LANDCARE CONNECTION INC,"FORSTER, New South Wales"
MID COAST AGRI DRONES PTY. LIMITED,"BUNDOOK, New South Wales"
MIDSTATE DRONE SERVICES PTY LTD,"WIRRBARA, SA"
Mikala Monica WILBOW WRIGHT,"CORRIMAL, NSW"
Mikayla Hope JAMES,"MOORA, Western Australia"
MIKE CARTER CONSULTING PTY LTD,"FORESTVILLE, SA"
Mikhail Oisin Tierney,"BENTLEY, WA"
MILE HIGH AERIAL PHOTOGRAPHY PTY LTD,"CORAMBA, NSW"
MILINGIMBI & OUTSTATIONS PROGRESS RESOURCES ABORIGINAL CORPORATION,"MILINGIMBI, NT"
"Milly's Search, Trap and Rescue Incorporated","KARIONG, New South Wales"
MILSEARCH PTY. LTD.,"WOLLONGONG, New South Wales"
MINCKA ENGINEERING PTY LTD,"MUNDARING, Western Australia"
MINDSET FILMS PTY LIMITED,"LEICHHARDT, NSW"
MINE EARTH PTY. LTD.,"O'CONNOR, WA"
MINECOMP PTY. LTD.,"KALGOORLIE, WA"
MINELIDAR PTY LTD,"PERTH, WA"
MINEMEND (QLD) PTY LTD,"EMERALD, Queensland"
MINERAL RESOURCES LIMITED,"OSBORNE PARK, Western Australia"
MINSTAFF SURVEY PTY LTD,"TOOWOOMBA, Qld"
MINTREX PTY LTD,"SUBIACO, WA"
MIRRAGIN RAS CONSULTING PTY LTD,"BRISBANE CITY, Qld"
MISHEYE PTY LTD,"ESSENDON, Vic"
MISSING BITS PRODUCTIONS PTY. LTD.,"BRADDON, ACT"
MISSION CONCEPTS AUSTRALIA PTY LTD,"CAMERON PARK, New South Wales"
MISSION SYSTEMS PTY LTD,"LANE COVE WEST, New South Wales"
MIWA TOMINAGA,"CAULFIELD, Vic"
MJ & KA BEREZA PTY LIMITED,"FYSHWICK, ACT"
MODERN MAG PTY LTD,"HAVEN, Vic"
MOFFATT FRESH PRODUCE PTY LTD,"TAROME, Queensland"
Mohsen Esmail KARAM,"PARRAMATTA, NSW"
MONASH UNIVERSITY,"CLAYTON, Vic"
MONKEY BUSINESS PICTURES PTY. LIMITED,"RUSSELL LEA, New South Wales"
MONOLITH ENTERPRISE PTY LTD,"WARRAGUL, Victoria"
MONSTER & BEAR PTY LTD,"BRUNSWICK, Vic"
MONTEATH & POWYS PTY LTD,"NEWCASTLE WEST, NSW"
MOORELAND PTY LTD,"CANIAMBO, Vic"
MOORVALE EARTHMOVING PTY LTD,"Paget, Mackay, Qld"
MOPOKE GLOBAL SOLUTIONS PTY LIMITED,"Forest Lodge, NSW"
MORETON BAY REGIONAL COUNCIL,"STRATHPINE, Qld"
Morgan Benjamin TAYLOR,"KIRRAWEE, NSW"
MORRIS CIVIL PTY LTD,"WENTWORTH POINT, New South Wales"
MORRISON AERIAL ROBOTICS PTY LIMITED,"NEWPORT, NSW"
MORRISSEY INDUSTRIES PTY LTD,"FRANKSTON SOUTH, Victoria"
MOSAICMAP PTY LTD,"SCARBOROUGH, WA"
MOTION SURVEYS PTY LTD,"PAYNEHAM, South Australia"
MOVING CAMERAS PTY. LTD.,"NORTH TURRAMURRA, NSW"
MOVING WORDS AND PICTURES PTY LTD,"NAROOMA, New South Wales"
MPC DRONE AG PTY LTD,"MANJIMUP, Western Australia"
MPC GROUP PTY LTD,"FORTITUDE VALLEY, Queensland"
MR HOLDINGS (VIC) PTY LTD,"MOUNT WAVERLEY, Vic"
MR HUN PTY LIMITED,"OLD TOONGABBIE, NSW"
MSS SECURITY PTY LIMITED,"SILVERWATER, NSW"
MUAZ BAZIF,"INGLEWOOD, Western Australia"
MULTI ACCESS DRONE SOLUTIONS PTY LTD,"TAMAREE, Queensland"
Multi Scan Pty Ltd,"EAST PERTH, WA"
MULTIMAC MEDIA PTY LTD,"WELLINGTON POINT, Qld"
MULTIPLEX CONSTRUCTIONS PTY LTD,"SYDNEY, NSW"
MURDOCH UNIVERSITY,"MURDOCH, WA"
MURPHS WORKS PTY LTD,"MOUNT DARRY, Queensland"
MURRANGI HOLDINGS PTY LTD,"NOOSAVILLE, Qld"
MURRAY & ASSOCIATES (QLD) PTY. LTD.,"NAMBOUR, Qld"
MURRAY DARLING WETLANDS WORKING GROUP LTD,"ALBURY, NSW"
MURRAY FREDERICKS PHOTOGRAPHY PTY LTD,"BONDI BEACH, New South Wales"
MURRAY HARRIS PHOTOGRAPHY PTY LTD,"WILLOUGHBY, New South Wales"
Murray John MILLER,"Poochera, SA"
MURRUMBIDGEE IRRIGATION LIMITED,"HANWOOD, New South Wales"
MUSHROOM CREATIVE HOUSE PTY LTD,"SOUTH MELBOURNE, Victoria"
MUST TECHNOLOGY PTY LTD,"WISHART, Qld"
MY SUPER DRONE PTY LTD,"CASTLE HILL, NSW"
NACAP PTY LTD,"DONCASTER, Vic"
NALLAWILLI BUNJIL PTY LTD,"BROOKVALE, New South Wales"
NAMANULA GROUP PTY LTD,"KEDRON, Qld"
NANGKITA DAIRIES PTY LTD,"NANGKITA, South Australia"
NAPIER EMMETT HOLDINGS PTY LTD,"FALCON, WA"
NARRABRI SHIRE COUNCIL,"NARRABRI, NSW"
NAS HYDRAULIC CONSULTING PTY LTD,"PORT MACQUARIE, NSW"
NATANT GROUP PTY LTD,"MOUNT MARTHA, Vic"
Nathalie Chantal DEEN,"FERNY GROVE, Qld"
Nathan James SMITH,"KATOOMBA, New South Wales"
Nathan Anthony REBESCO,"Sandy Creek, Vic"
NATHAN CLARKE PRODUCTIONS PTY LTD,"JUNORTOUN, Vic"
Nathan Ronald CARR,"RED HILL, Vic"
Nathan Shaun KASO,"DOREEN, Vic"
Nathanael James HOSKING,"TRUNDLE, NSW"
NATIONAL DRONES PTY LTD,"FORTITUDE VALLEY, Qld"
National Heavy Vehicle Regulator,"NEWSTEAD, Qld"
NATIONAL INSTITUTE OF DRONES PTY LTD,"EAST PERTH, WA"
NATURA PACIFIC PTY LTD,"BURLEIGH, Qld"
NAVAIDS (WA) PTY LTD,"PERTH, WA"
NEBO MECHANICAL ENGINEERS PTY LTD,"WOLLONGONG, NSW"
Neel Hameesh Kumar LOCHUNAH,"CARINA, Qld"
Neil Alan JOHNSON,"BONNY HILLS, NSW"
NELSON-FURNELL PTY LTD,"CRIB POINT, Vic"
NEMESISFPV PTY LTD,"NAMBUCCA HEADS, NSW"
NEUAV INSPECTIONS PTY LTD,"KENTUCKY SOUTH, New South Wales"
NEUTRAL BAY PROJECT MANAGEMENT PTY LTD,"NEUTRAL BAY, NSW"
NEW AGE DRONE SHOWS PTY LTD,"BARANGAROO, New South Wales"
NEW AGE MEDIA GROUP PTY LTD,"BARANGAROO, New South Wales"
NEW HOPE CORPORATION LIMITED,"BRISBANE, Qld"
NEWCASTLE CITY COUNCIL,"NEWCASTLE WEST, NSW"
NEWDRONE PTY LTD,"EIGHT MILE PLAINS, Queensland"
NEWMONT BODDINGTON GOLD PTY LTD,"SUBIACO, Western Australia"
"NEWNHAM, KARL, WEIR AND PARTNERS PTY LTD","COFFS HARBOUR, NSW"
NEWTECH SURVEY PTY LIMITED,"BERESFIELD, New South Wales"
NEXT PEAK PTY LTD,"QUEANBEYAN, New South Wales"
NEXT STEP SURVEYING PTY LTD,"AROONA, Queensland"
NEXUS TECHNICAL GROUP PTY LTD,"PEREGIAN SPRINGS, Queensland"
NEXXIS TECHNOLOGY PTY LTD,"O'CONNOR, WA"
"NG, DAVID WING YIN","BLACKBURN SOUTH, Vic"
Nghiep THACH,"Bundoora, Vic"
NHN GROUP PTY LTD,"CHARLESTOWN, New South Wales"
Nhu Sang TRAN,"PRAIRIEWOOD, NSW"
Niche Environment and Heritage Pty Ltd,"PARRAMATTA, NSW"
Nicholas Allan REID,"Secret Harbour, WA"
Nicholas Charles CHRISTIAN,"BANORA POINT, New South Wales"
Nicholas James COLLETT,"REDBANK PLAINS, Qld"
Nicholas Robert THAKE,"WARWICK, WA"
Nicholas Simon GOULDHURST,"LUDMILLA, NT"
Nicolas Michel Loic PETTE,"Miramar, WELLINGTON"
Nigel Johannes WESTERHUIS,"LARAPINTA, NT"
NIGHTVISION ECOLOGY PTY LTD,"COORANBONG, New South Wales"
NINE NETWORK AUSTRALIA PTY LTD,"NORTH SYDNEY, NSW"
NINOX ROBOTICS PTY LTD,"NORTH LAKES, Qld"
NM FILMS PTY LTD,"MARCOOLA, Qld"
NOBLE CONSULTING SURVEYORS PTY LTD,"EAST BUNBURY, WA"
NOIR PICTURES PTY LTD,"ASPENDALE GARDENS, Victoria"
NOOSA AND DISTRICT LANDCARE GROUP INC,"POMONA, Qld"
NOOSA SHIRE COUNCIL,"TEWANTIN, Qld"
"NORMAN, REBECCAH MARGARET","VERONA, New South Wales"
NORTH BOULEVARD PTY LTD,"SPRINGVALE, New South Wales"
North East Survey Design Pty Ltd,"WANGARATTA, Vic"
NORTH METROPOLITAN TAFE,"EAST PERTH, WA"
NORTH REGIONAL TAFE,"BROOME, WA"
NORTHERN STAR (THUNDERBOX) PTY LTD,"LEONORA, WA"
"NORTHERN TERRITORY OF AUSTRALIA REPRESENTED BY DEPARTMENT OF INDUSTRY, TOURISM AND TRADE","DARWIN, NT"
Northern Territory of Australia represented by Northern Territory Police Force,"EATON, Northern Territory"
Northern Territory represented by Northern Territory Fire and Emergency Service,"DARWIN, NT"
NORTHSIDE DRONES PTY LTD,"ALBANY CREEK, Queensland"
NOVA SKY STORIES AUS PTY LTD,"BRISBANE, Qld"
NOVA SYSTEMS PTY LTD,"ADELAIDE, SA"
NQ AEROVATION PTY LTD,"BOWEN, Queensland"
NQ RURAL WORX PTY LTD,"DIMBULAH, Queensland"
NTC CONTRACTING PTY LTD,"ONSLOW, WA"
NTH GROUP PTY. LTD.,"BLACKHEATH, NSW"
NULAND CONTRACTING PTY LTD,"HAMILTON, Victoria"
NXUS GROUP PTY LTD,"NORTH LAKES, Queensland"
NYRSTAR HOBART PTY LTD,"LUTANA, ACT"
NYRSTAR PORT PIRIE PTY LTD,"Port Pirie, SA"
O'BRIENS SERVICES AUSTRALIA PTY LTD,"NORWEST, New South Wales"
O'RYAN GEOSPATIAL PTY LTD,"MUDGEE, NSW"
OBERON AVIATION SERVICES PTY LTD,"THURGOONA, NSW"
OBERWELL NOMINEES PTY LTD,"GREENFIELDS, WA"
OBLIQUE CO PTY LIMITED,"NEWTOWN, New South Wales"
OCEANIA SCIENCES INTERNATIONAL PTY LTD,"MALVERN EAST, Victoria"
Octavio Edgardo GARCIA,"MARGATE, Queensland"
ODIN FLY PTY LTD,"CAULFIELD SOUTH, Victoria"
OFF THE GROUND AG PTY LTD,"HANNAFORD, Queensland"
OLIIND GROUP PTY LTD,"WILLIAMSTOWN NORTH, Victoria"
OLIVER COX PTY. LTD.,"COLDSTREAM, Vic"
Oliver Willis DAVIES,"NORTH RYDE, NSW"
Olivia BAYNE,"INNOT HOT SPRINGS, Qld"
OMNI AVIATION SERVICES PTY LTD,"JANDAKOT, WA"
ON AIR PROJECTS PTY LTD,"KINGSWOOD, SA"
ON POINT DRONES PTY LTD,"CAMPBELLS CREEK, Victoria"
ON THE DAY FILMS PTY LTD,"BUDDINA, Qld"
ON TOP ROOFING SOLUTIONS PTY LTD,"MANLY VALE, NSW"
ON-SITE COMPUTER & NETWORK SERVICES PTY LTD,"NARRE WARREN SOUTH, Vic"
ONE TWO SHOOT MEDIA PTY LTD,"BURLEIGH HEADS, Qld"
ONPOINT AG DRONES PTY LTD,"MOLONG, NSW"
ONWARD CONSULTING PTY LTD,"ARMIDALE, New South Wales"
ONYX FILM PTY LTD,"FERNY HILLS, Queensland"
OPEN COUNTRY DRONES PTY LTD,"ORANGE, New South Wales"
OPEN SYSTEMS SUPPORT (AUSTRALIA) PTY LTD,"MOUNT HAWTHORN, WA"
OPERATOR SOLUTIONS PTY LTD,"BRIDPORT, Tasmania"
OPTEMI PTY LTD,"MURRUMBEENA, Vic"
ORA BANDA MINING LTD,"SUBIACO, WA"
ORCA LOGISTICS PTY. LTD.,"NORTH RYDE, New South Wales"
ORESCOPE SURVEYING PTY LTD,"KLEINTON, Queensland"
ORICA AUSTRALIA PTY LTD,"WINDSOR, Queensland"
ORIGIN ENERGY LIMITED,"BARANGAROO, NSW"
ORIGIN NET PTY. LTD.,"SYDNEY, NSW"
ORION CONSULTING ENGINEERS PTY. LTD.,"NORWEST, NSW"
ORION SPATIAL GROUP PTY LTD,"COORPAROO, Qld"
ORRSOM INDUSTRIES PTY LTD,"BLACKS BEACH, Queensland"
Osborne Eleazar EDE,"ARCHERFIELD, Queensland"
OSPREY ENGINEERING SURVEYS PTY LTD,"BASSENDEAN, Western Australia"
OTTO STUDIOS PTY LTD,"NICHOLS POINT, Vic"
OUT OF THE SQUARE MEDIA PTY LTD,"NEWCASTLE, NSW"
OUTER LOOP ENGINEERING PTY LTD,"SOUTH BRISBANE, Queensland"
OUTRIGHT SURVEYING PTY LTD,"CLAYTON, Victoria"
OVER HEAD MAINS SERVICES PTY LIMITED,"MOUNT ELLIOT, NSW"
OVERWATCH DRONE SERVICES PTY LTD,"KAMERUNGA, Queensland"
Owen James HUGHES-ODGERS,"PEARSALL, WA"
OXFORD INVESTIGATION GROUP PTY LTD,"ESSENDON, Victoria"
OXIGENO PTY LTD,"BUDERIM, Queensland"
OZ MINERALS CARRAPATEENA PTY LTD,"ADELAIDE AIRPORT, SA"
OZDRONE.AI PTY LTD,"BRIGHTON, Queensland"
PAC LASER DESIGNS PTY LTD,"MINDARIE, Western Australia"
Pacific Ibis Pty Ltd,"Maryborough, Qld"
PACIFIC SURVEY PTY LIMITED,"PORT MACQUARIE, NSW"
Pamela Margaret GRAHAM,"NORTH HAVEN, SA"
PANASONIC STUDIO PRODUCTIONS PTY LTD,"BLUE MOUNTAIN HEIGHTS, Qld"
PARAMOUNT DRONE SERVICES PTY LTD,"TRAFALGAR SOUTH, Vic"
PARKER SCANLON PTY LIMITED,"HAMILTON, NSW"
PARKS VICTORIA,"MELBOURNE, Vic"
PASTORAL PARTNERS AUSTRALIA PTY LIMITED,"HAMILTON, Queensland"
PATCHING ASSOCIATES ACOUSTICAL ENGINEERING AUSTRALIA PTY LTD,"EAGLE FARM, Qld"
PATON AIR PTY. LTD.,"SOUTH YARRA, Vic"
Patrick Colston HAYES,"MORNINGTON, Vic"
Patrick Michael LINDLEY,"Googong, NSW"
Pau VILA ESTEBANEZ,"TOOWONG, Qld"
Paul Andrew KAPP,"WESTLEIGH, NSW"
PAUL CLARKE & ASSOCIATES PTY LTD,"SEAHAM EAST, NSW"
Paul David MARSHALL,"PINJARRA, WA"
Paul Michael ANGUS,"SPOTSWOOD, Vic"
Paul ROBSON,"BEACONSFIELD, Qld"
Paul William BRYDON,"NARROMINE, NSW"
PCH SURVEY PTY LTD,"PERTH, Western Australia"
PCIM PTY LTD,"KENNETT RIVER, Vic"
PEAK SURVEY & DEVELOPMENTS PTY LTD,"BEECHWORTH, Vic"
PEAL TRANSPORT PTY. LTD.,"SUSSEX INLET, NSW"
PEGASUS AIRBORNE SYSTEMS PTY LTD,"MORLEY, WA"
PEGASUS AIRBORNE TECHNOLOGIES PTY LTD,"MORLEY, WA"
PEMBERTON PRODUCTIONS PTY LTD,"CROMER, NSW"
PEMBROKE RESOURCES MINING PTY LIMITED,"BRISBANE CITY, Queensland"
PENINSULA ENGINEERING MANAGEMENT SERVICES PTY LTD,"LAGUNA, New South Wales"
PERCEPTO ROBOTICS LTD.,Modi'in
Peter Alan WITHIEL,"RINGWOOD NORTH, Vic"
Peter Allan DANDO,"PRIMROSE SANDS, Tas"
Peter andrew TAYLOR,"WILLOWBANK, Qld"
Peter Anthony LOCK,"WODONGA, Vic"
Peter CANAVAN,"PARALOWIE, SA"
PETER COLEMAN PRODUCTIONS PTY LTD,"AVALON BEACH, New South Wales"
Peter Desmond TURNBULL,"VICTORIA POINT, Qld"
Peter Francis FARRELL,"PALLAMALLAWA, NSW"
Peter Ian BAKER,"NORTHCOTE, Victoria"
Peter John HARLOW,"MORNINGTON, Victoria"
Peter John MILLIGAN,"AINTREE, Vic"
Peter John STEEN,"PACIFIC PINES, Qld"
Peter John WILLIAMS,"NOOSA HEADS, Qld"
Peter Leslie BROWN,"GRIFFITH, ACT"
Peter Maxwell SIMS,"MOUNT BEAUTY, Vic"
Peter William KNIGHTS,"KELSO, Qld"
PH SURVEY SOLUTIONS PTY LTD,"EMERALD, Queensland"
Philip Joseph RICHARDSON,"Clermont, Queensland"
PHILIPVIDS PTY LTD,"CAIRNS, Qld"
Phillip Bruce RICHARDS,"HILLSTON, NSW"
PHILLIP ISLAND NATURE PARK BOARD OF MANAGEMENT INC,"SUMMERLANDS, Vic"
Phillip John WITTKE,"SPRINGWOOD, NSW"
Phillip Leslie CLARK,"BAIRNSDALE, Vic"
Phillip Michael MCLAURIN,"BLI BLI, Qld"
Phillip William John PHOEBE,"OXLEY PARK, New South Wales"
PHIRE-1 SOLUTIONS PTY LTD,"KATOOMBA, NSW"
PHOENIX AERIAL IMAGING PTY LTD,"CARNEGIE, Vic"
PHOTO DRONES PTY LTD,"CANTERBURY, Vic"
PIACENTINI & SON PTY LTD,"PICTON, WA"
PICTURES WITH SOUND PTY LTD,"MANLY, NSW"
PILBARA DRONES PTY LTD,"PEGS CREEK, WA"
PILBARA IRON COMPANY (SERVICES) PTY LTD,"PERTH, WA"
PILBARA NATIVE SEEDS CO PTY LTD,"MARBLE BAR, WA"
PILBARA PORTS AUTHORITY,"DAMPIER, WA"
PILEX ENERGY PTY LTD,"DALWOOD, NSW"
PINPOINT AG PTY LIMITED,"CRESTWOOD, New South Wales"
PIPEBORE EXCELL PTY LTD,"LONGREACH, Qld"
PIXEL MEDIA PRODUCTIONS PTY LTD,"EAST HILLS, New South Wales"
PIXELPARK PTY LTD,"PENRITH, New South Wales"
PJ DRONE SURVEY PTY LTD,"MORNINGTON, Vic"
