company_name,country,role,dock_models,dock_count,website,linkedin_url,evidence_url_1,source_type_1,evidence_url_2,source_type_2,confidence,notes,_sources
PIONEER AU,AU,Enterprise Dealer,,Unknown,https://www.pioneer.net.au/,https://au.linkedin.com/company/pioneer-computers-australia,https://www.pioneer.net.au/,Company Website,,,High,,DJI Resellers
Hunt The Night,AU,Enterprise Dealer,,Unknown,https://huntthenight.com.au,,https://huntthenight.com.au,Company Website,,,High,,DJI Resellers
Sphere Communications Pty Ltd,AU,Enterprise Dealer,,Unknown,https://www.spheredrones.com.au,https://au.linkedin.com/company/spheredrones,https://www.spheredrones.com.au,Company Website,,,High,,DJI Resellers
HDT GROUP LIMITED,UAE,Enterprise Dealer,,Unknown,https://hdt-newforce.com,https://ar.linkedin.com/company/hdt-newforce,https://hdt-newforce.com,Company Website,,,High,,DJI Resellers
AUTOMATION SYSTEMS SA,UAE,Enterprise Dealer,,Unknown,https://automasys.com.ar/,https://ar.linkedin.com/company/automasys,https://automasys.com.ar/,Company Website,,,High,,DJI Resellers
RUNCO S.A.,UAE,Enterprise Dealer,,Unknown,,https://www.linkedin.com/company/runcosa,,Company Website,,,High,,DJI Resellers
DYE Sociedad Anonima,UAE,Enterprise Dealer,,Unknown,https://www.instagram.com/dyeagtech/?hl=es,https://ar.linkedin.com/company/dyeagtech,,Company Website,,,High,,DJI Resellers + DJI Resellers
Boner Tecnologia,BR,Enterprise Dealer,,Unknown,https://boner.tec.br/,https://www.linkedin.com/company/boner-distribuidora,https://boner.tec.br/,Company Website,,,High,,DJI Resellers
Modelismobh Assistencia Tecnica Ltda,BR,Enterprise Dealer,,Unknown,https://www.modelismobh.com.br,https://www.linkedin.com/company/modelismobh,https://www.modelismobh.com.br,Company Website,,,High,,DJI Resellers + DJI Resellers
Xmobots Aeroespacial e Defesa LTDA,BR,Enterprise Dealer,,Unknown,https://xmobots.com.br/,https://www.linkedin.com/company/xmobots,https://xmobots.com.br/,Company Website,,,High,,DJI Resellers
GOHOBBY FUTURE TECHNOLOGY LTDA,BR,Enterprise Dealer,,Unknown,https://www.gohobby.com.br/,https://www.linkedin.com/company/gohobby,https://www.gohobby.com.br/,Company Website,,,High,,DJI Resellers + DJI Resellers
Santiago & Cintra Importacao e Exportacao Ltda,BR,Enterprise Dealer,,Unknown,https://santiagoecintra.com.br/,https://www.linkedin.com/company/santiago-e-cintra,https://santiagoecintra.com.br/,Company Website,,,High,,DJI Resellers
IATEC PRODUTOS DE TECNOLOGIA LTDA,BR,Enterprise Dealer,,Unknown,https://www.iatecps.com/,https://www.linkedin.com/company/iatecps,https://www.iatecps.com/,Company Website,,,High,,DJI Resellers
XPTO INC TECNOLOGIA LTDA,BR,Enterprise Dealer,,Unknown,https://xptoinc.com.br/,,https://xptoinc.com.br/,Company Website,,,High,,DJI Resellers
CPE LOCACAO DE EQUIPAMENTOS TOPOGRAFICOS,BR,Enterprise Dealer,,Unknown,https://www.cpetecnologia.com.br/,https://www.linkedin.com/company/cpetecnologiapage,https://www.cpetecnologia.com.br/,Company Website,,,High,,DJI Resellers
Digital Sat Distribuidora,BR,Enterprise Dealer,,Unknown,http://www.digitalsat.com.br/,https://br.linkedin.com/company/digital-sat-distribuidora,http://www.digitalsat.com.br/,Company Website,,,High,,DJI Resellers
Sol Atacadista da Tecnologia Sol Comercio e Servicos da Tecnologia LTDA,BR,Enterprise Dealer,,Unknown,https://solatacadista.com.br/nossas-lojas/,https://www.linkedin.com/company/solatacadistadatecnologia,https://solatacadista.com.br/nossas-lojas/,Company Website,,,High,,DJI Resellers
ROUTE 66,BR,Enterprise Dealer,,Unknown,https://www.route66.com.br/,https://www.linkedin.com/company/distribuidora-route66,https://www.route66.com.br/,Company Website,,,High,,DJI Resellers
NW DRONES COMERCIO E MANUTENCAO DE DRONES LTDA,BR,Enterprise Dealer,,Unknown,https://www.nwdrones.com.br/,https://www.linkedin.com/company/nwdrones,https://www.nwdrones.com.br/,Company Website,,,High,,DJI Resellers + DJI Resellers
GEOMAT SOCIEDADE E COMERCIO LTDA,BR,Enterprise Dealer,,Unknown,https://geomat.com.br/,https://br.linkedin.com/company/geomatbr,https://geomat.com.br/,Company Website,,,High,,DJI Resellers
Golden Distribuidora Ltda,BR,Enterprise Dealer,,Unknown,https://www.goldendistribuidora.com.br/,https://www.linkedin.com/company/goldendistribuidora,https://www.goldendistribuidora.com.br/,Company Website,,,High,,DJI Resellers
EMBRATOP GEOTECNOLOGIAS LTDA,BR,Enterprise Dealer,,Unknown,https://embratop.com.br/,https://www.linkedin.com/company/embratop,https://embratop.com.br/,Company Website,,,High,,DJI Resellers
BIMEXTECH,BR,Enterprise Dealer,,Unknown,https://www.bimextech.com/,,https://www.bimextech.com/,Company Website,,,High,,DJI Resellers
スカイシーカー,JP,Enterprise Dealer,,Unknown,https://skyseeker.jp/,,https://skyseeker.jp/,Company Website,,,High,,DJI Resellers + DJI Resellers + DJI Resellers + DJI Resellers + DJI Resellers + DJI Resellers + DJI Resellers + DJI Resellers + DJI Resellers + DJI Resellers + DJI Resellers + DJI Resellers + DJI Resellers + DJI Resellers + DJI Resellers + DJI Resellers + DJI Resellers + DJI Resellers + DJI Resellers + DJI Resellers + DJI Resellers + DJI Resellers + DJI Resellers + DJI Resellers + DJI Resellers + DJI Resellers + DJI Resellers + DJI Resellers + DJI Resellers + DJI Resellers + DJI Resellers + DJI Resellers + DJI Resellers + DJI Resellers + DJI Resellers + DJI Resellers + DJI Resellers + DJI Resellers + DJI Resellers + DJI Resellers + DJI Resellers + DJI Resellers
Tohasen Robotics株式会社,JP,Enterprise Dealer,,Unknown,,,,Company Website,,,High,,DJI Resellers
Terra Drone株式会社,JP,Enterprise Dealer,,Unknown,https://terra-drone.net/,https://www.linkedin.com/company/terradronecorp,https://terra-drone.net/,Company Website,,,High,,DJI Resellers
株式会社Fujitaka,JP,Enterprise Dealer,,Unknown,https://www.fujitaka.com/fdps/,,https://www.fujitaka.com/fdps/,Company Website,,,High,,DJI Resellers
ITH合同会社,JP,Enterprise Dealer,,Unknown,https://ith-jp.com/,,https://ith-jp.com/,Company Website,,,High,,DJI Resellers
株式会社FLIGHTS,JP,Enterprise Dealer,,Unknown,https://flightsinc.jp/,https://www.linkedin.com/company/flights-inc-japan,https://flightsinc.jp/,Company Website,,,High,,DJI Resellers
株式会社AIRSTAGE,JP,Enterprise Dealer,,Unknown,https://www.rc-airstage.com,,https://www.rc-airstage.com,Company Website,,,High,,DJI Resellers
HELICAM株式会社,JP,Enterprise Dealer,,Unknown,https://www.helicam.jp/company/,,https://www.helicam.jp/company/,Company Website,,,High,,DJI Resellers
株式会社NSi真岡,JP,Enterprise Dealer,,Unknown,https://nsimoka.com/,,https://nsimoka.com/,Company Website,,,High,,DJI Resellers
株式会社TRIPLE7,JP,Enterprise Dealer,,Unknown,https://www.triple7.biz/,,https://www.triple7.biz/,Company Website,,,High,,DJI Resellers
株式会社GEOソリューションズ,JP,Enterprise Dealer,,Unknown,https://geo-sol.co.jp/,,https://geo-sol.co.jp/,Company Website,,,High,,DJI Resellers
株式会社快適空間FC,JP,Enterprise Dealer,,Unknown,https://www.kaiteki-fc.co.jp/,,https://www.kaiteki-fc.co.jp/,Company Website,,,High,,DJI Resellers
fly 株式会社,JP,Enterprise Dealer,,Unknown,https://teamfly.jp/,,https://teamfly.jp/,Company Website,,,High,,DJI Resellers
株式会社BEES,JP,Enterprise Dealer,,Unknown,https://www.bees-uav.co.jp/,,https://www.bees-uav.co.jp/,Company Website,,,High,,DJI Resellers
Solvit Inc.,KR,Enterprise Dealer,,Unknown,https://slvt.co.kr/,,https://slvt.co.kr/,Company Website,,,High,,DJI Resellers + DJI Resellers
"Helsel Co.,Ltd.",KR,Enterprise Dealer,,Unknown,https://www.helsel.co.kr/,,https://www.helsel.co.kr/,Company Website,,,High,,DJI Resellers
"Remap Co., Ltd（리맵）",KR,Enterprise Dealer,,Unknown,https://remap.kr/,,https://remap.kr/,Company Website,,,High,,DJI Resellers
BIT Corporation,KR,Enterprise Dealer,,Unknown,https://bit-drone.com/default/,,https://bit-drone.com/default/,Company Website,,,High,,DJI Resellers
HANCOMACADEMY INC.,KR,Enterprise Dealer,,Unknown,https://www.hancomacademy.com/aboutus/index.php#,,https://www.hancomacademy.com/aboutus/index.php#,Company Website,,,High,,DJI Resellers
"Young In Mobility Co., ltd",KR,Enterprise Dealer,,Unknown,https://www.younginmobility.com,,https://www.younginmobility.com,Company Website,,,High,,DJI Resellers + DJI Resellers
KOSECO Ltd.,KR,Enterprise Dealer,,Unknown,https://koseco.co.kr/,,,Company Website,,,High,,DJI Resellers + DJI Resellers
Corporation GAION,KR,Enterprise Dealer,,Unknown,https://www.gaion.kr/,,https://www.gaion.kr/,Company Website,,,High,,DJI Resellers
TEIXON co.ltd,KR,Enterprise Dealer,,Unknown,https://teixon.com/teixonde/index.html?lang=en,,https://teixon.com/teixonde/index.html?lang=en,Company Website,,,High,,DJI Resellers
"MGIT Co., Ltd.",KR,Enterprise Dealer,,Unknown,https://mgitcorp.com/,,https://mgitcorp.com/,Company Website,,,High,,DJI Resellers + DJI Resellers
주식회사엔젤스윙（angelswing）,KR,Enterprise Dealer,,Unknown,,,,Company Website,,,High,,DJI Resellers
ECOROBOTECH Ltd.,KR,Enterprise Dealer,,Unknown,https://ecorobotech.co.kr/,,https://ecorobotech.co.kr/,Company Website,,,High,,DJI Resellers + DJI Resellers + DJI Resellers
IBN FIRNAS DRONE CENTER LLC,GB,Enterprise Dealer,,Unknown,https://ifdc.om/,,https://ifdc.om/,Company Website,,,High,,DJI Resellers
"Aero Group Co., Ltd",TH,Enterprise Dealer,,Unknown,,,,Company Website,,,High,,DJI Resellers
"B INNOVATION CO., LTD.",TH,Enterprise Dealer,,Unknown,,,,Company Website,,,High,,DJI Resellers
"THAI SKY VISION CO., LTD.",TH,Enterprise Dealer,,Unknown,,,,Company Website,,,High,,DJI Resellers
PHT INTERTRADE COMPANY LIMITED,TH,Enterprise Dealer,,Unknown,,,,Company Website,,,High,,DJI Resellers
"POLADRONE DISTRIBUTION CO., LTD(AONIC)",TH,Enterprise Dealer,,Unknown,,,,Company Website,,,High,,DJI Resellers
"PICCASUS CO.,LTD.",TH,Enterprise Dealer,,Unknown,,,,Company Website,,,High,,DJI Resellers
"Systronics Co.,Ltd.",TH,Enterprise Dealer,,Unknown,https://www.systronics.co.th/,,https://www.systronics.co.th/,Company Website,,,High,,DJI Resellers + DJI Resellers
GLOBAL INFORMATION COMPANY LIMITED,TH,Enterprise Dealer,,Unknown,https://www.gi-information.com/about/,,https://www.gi-information.com/about/,Company Website,,,High,,DJI Resellers
"PDA THAI CO., LTD.",TH,Enterprise Dealer,,Unknown,,,,Company Website,,,High,,DJI Resellers
"EASY (2018) CO., LTD.(Nacdrone)",TH,Enterprise Dealer,,Unknown,,,,Company Website,,,High,,DJI Resellers
13 Store Company limited,TH,Enterprise Dealer,,Unknown,,,,Company Website,,,High,,DJI Resellers
"MEASURETRONIX CO., LTD.",TH,Enterprise Dealer,,Unknown,,,,Company Website,,,High,,DJI Resellers
Globeflight,DE,Professional Dealer,,Unknown,http://www.globe-flight.de,,http://www.globe-flight.de,Company Website,,,High,,DJI Resellers + DJI Resellers
Teltec,DE,Professional Dealer,,Unknown,http://www.teltec.de,,http://www.teltec.de,Company Website,,,High,,DJI Resellers
RINGFOTO,DE,Professional Dealer,,Unknown,https://www.ringfoto.de/,,https://www.ringfoto.de/,Company Website,,,High,,DJI Resellers
CVP,GB,Professional Dealer,,Unknown,https://cvp.com/manufacturer/dji,,https://cvp.com/manufacturer/dji,Company Website,,,High,,DJI Resellers + DJI Resellers + DJI Resellers + DJI Resellers + DJI Resellers
에이브이엑스(AVX),KR,Professional Dealer,,Unknown,,,,Company Website,,,High,,DJI Resellers
스타디지털(star),KR,Professional Dealer,,Unknown,,,,Company Website,,,High,,DJI Resellers
DJI Authorised Store Westfield shopping city süd Vienna,USA,Retail Store,,Unknown,https://www.djistore.de/,,https://www.djistore.de/,Company Website,,,Medium,,DJI Resellers
DJI Authorised Store MyZeil Frankfurt,DE,Retail Store,,Unknown,https://www.djistore.de/,,https://www.djistore.de/,Company Website,,,Medium,,DJI Resellers
DJI Authorised Store Olympia-Einkaufszentrum Munich,DE,Retail Store,,Unknown,https://www.djistore.de/muenchen/,,https://www.djistore.de/muenchen/,Company Website,,,Medium,,DJI Resellers
DJI | Hasselblad Store Westfield Centro Centro Oberhausen,DE,Retail Store,,Unknown,https://www.djistore.de/oberhausen/,,https://www.djistore.de/oberhausen/,Company Website,,,Medium,,DJI Resellers
DJI Authorised Store Hamburg Germany,DE,Retail Store,,Unknown,https://www.djistore.de/,,https://www.djistore.de/,Company Website,,,Medium,,DJI Resellers
DJI Authorised Store Westfield La Maquinista Barcelona,ES,Retail Store,,Unknown,https://www.djistoreiberia.com/,,https://www.djistoreiberia.com/,Company Website,,,Medium,,DJI Resellers
ARS Madrid Spain,ES,Retail Store,,Unknown,,,,Company Website,,,Medium,,DJI Resellers
DJI | Hasselblad Store Westfield White City London,GB,Retail Store,,Unknown,,,,Company Website,,,Medium,,DJI Resellers
DJI | Hasselblad Store Regent St London,GB,Retail Store,,Unknown,,,,Company Website,,,Medium,,DJI Resellers
DJI | Hasselblad Store Corporation St Birmingham,GB,Retail Store,,Unknown,https://dji-retail.co.uk/,,https://dji-retail.co.uk/,Company Website,,,Medium,,DJI Resellers
DJI Authorised Store CityLife Shopping District Milano,IT,Retail Store,,Unknown,https://dji-store.it/,,https://dji-store.it/,Company Website,,,Medium,,DJI Resellers
DJI Authorised Store Centro Commerciale Euroma2 Roma,IT,Retail Store,,Unknown,https://dji-store.it/,,https://dji-store.it/,Company Website,,,Medium,,DJI Resellers
DJI Authorised Store Stary Browar Poznan,PL,Retail Store,,Unknown,,,,Company Website,,,Medium,,DJI Resellers
DJI Authorised Store Galeria Katowicka Katowice,PL,Retail Store,,Unknown,,,,Company Website,,,Medium,,DJI Resellers
DJI Authorised Store Marynarska St Warszawa,PL,Retail Store,,Unknown,,,,Company Website,,,Medium,,DJI Resellers
DJI Store - Multiplaza Pacific Panama,JP,Retail Store,,Unknown,,,,Company Website,,,Medium,,DJI Resellers
DJI Authorised Store Westfield Sydney,AU,Retail Store,,Unknown,,,,Company Website,,,Medium,,DJI Resellers
DJI Authorised Store Westfield Carousel,AU,Retail Store,,Unknown,,,,Company Website,,,Medium,,DJI Resellers
DJI Authorised Store Westfield Bondi,AU,Retail Store,,Unknown,,,,Company Website,,,Medium,,DJI Resellers
DJI Authorised Store Melbourne Central,AU,Retail Store,,Unknown,,,,Company Website,,,Medium,,DJI Resellers
DJI Authorised Store Westfield Carindale,AU,Retail Store,,Unknown,,,,Company Website,,,Medium,,DJI Resellers
DJI Authorised Store Chadstone,AU,Retail Store,,Unknown,,,,Company Website,,,Medium,,DJI Resellers
DJI Authorised Store Westfield Chermside,AU,Retail Store,,Unknown,,,,Company Website,,,Medium,,DJI Resellers
DJI Authorised Store Westfield Fountain Gate,AU,Retail Store,,Unknown,,,,Company Website,,,Medium,,DJI Resellers
DJI Authorised Store 新世界本店 首尔,KR,Retail Store,,Unknown,,,,Company Website,,,Medium,,DJI Resellers + DJI Resellers + DJI Resellers + DJI Resellers + DJI Resellers + DJI Resellers + DJI Resellers + DJI Resellers + DJI Resellers + DJI Resellers + DJI Resellers + DJI Resellers
DJI Popup Store 现代本店 首尔,KR,Retail Store,,Unknown,,,,Company Website,,,Medium,,DJI Resellers + DJI Resellers
DJI 더현대 대구점,KR,Retail Store,,Unknown,,,,Company Website,,,Medium,,DJI Resellers
DJI Authorised Store 新世界Centum City百货店 釜山,KR,Retail Store,,Unknown,,,,Company Website,,,Medium,,DJI Resellers
DJI Authorised Store Starfield水原 京畿道,KR,Retail Store,,Unknown,,,,Company Website,,,Medium,,DJI Resellers
DJI Authorised Store 现代kintex店 首尔,KR,Retail Store,,Unknown,,,,Company Website,,,Medium,,DJI Resellers
DJl ARS Vivocity Authorized Store,SG,Retail Store,,Unknown,,,,Company Website,,,Medium,,DJI Resellers
DJI Authorised Store Jewel Changi Airport SG,SG,Retail Store,,Unknown,,,,Company Website,,,Medium,,DJI Resellers
DJI Authorised Store Funan Singapore,SG,Retail Store,,Unknown,,,,Company Website,,,Medium,,DJI Resellers
DJI | HASSELBLAD Authorised Store The Heeren -DJI,SG,Retail Store,,Unknown,,,,Company Website,,,Medium,,DJI Resellers
DJl  Authorized Store Funan Singapore,SG,Retail Store,,Unknown,,,,Company Website,,,Medium,,DJI Resellers
DJI Authorised Store NEX,SG,Retail Store,,Unknown,,,,Company Website,,,Medium,,DJI Resellers
DJI Authorised Store Vivo City Singapore,SG,Retail Store,,Unknown,,,,Company Website,,,Medium,,DJI Resellers
DJI Authorised Store Emsphere Bangkok,TH,Retail Store,,Unknown,,,,Company Website,,,Medium,,DJI Resellers
DJI Authorised Store Central World Bangkok,TH,Retail Store,,Unknown,,,,Company Website,,,Medium,,DJI Resellers
DJI | Hasselblad Store Siam Paragon Bangkok,TH,Retail Store,,Unknown,,,,Company Website,,,Medium,,DJI Resellers
DJI Authorised Store Central Pattaya,TH,Retail Store,,Unknown,,,,Company Website,,,Medium,,DJI Resellers
DJI Authorised Store Central Phuket Phuket,TH,Retail Store,,Unknown,,,,Company Website,,,Medium,,DJI Resellers
DJI Authorised Store Central Chiangmai,TH,Retail Store,,Unknown,,,,Company Website,,,Medium,,DJI Resellers
DJI Authorised Store Megabangna Bangkok,TH,Retail Store,,Unknown,,,,Company Website,,,Medium,,DJI Resellers
DJI Authorised Store Central rama 9 Bangkok,TH,Retail Store,,Unknown,,,,Company Website,,,Medium,,DJI Resellers
DJI Authorised Store Future Park Bangkok,TH,Retail Store,,Unknown,,,,Company Website,,,Medium,,DJI Resellers
DJI Authorised Store Fashion Island Bangkok,TH,Retail Store,,Unknown,,,,Company Website,,,Medium,,DJI Resellers
Globe Flight GmbH - Austria,USA,Agriculture Dealer,,Unknown,https://www.globe-flight.de,,https://www.globe-flight.de,Company Website,,,Medium,,DJI Resellers + DJI Resellers
StockRc FPV Aeromodelismo sl (DJI ARS MADRID),ES,Agriculture Dealer,,Unknown,https://www.djiarsmadrid.es,,https://www.djiarsmadrid.es,Company Website,,,Medium,,DJI Resellers
Crop Angel Ltd,GB,Agriculture Dealer,,Unknown,https://www.cropangel.com,,https://www.cropangel.com,Company Website,,,Medium,,DJI Resellers
Drone Ag,GB,Agriculture Dealer,,Unknown,https://droneag.farm,,https://droneag.farm,Company Website,,,Medium,,DJI Resellers
SCOUT BEE ARAŞTIRMA GELİŞTİRME TEKNOLOJİ BİLİŞİM HAVACILIK SAVUNMA SANAYİ İTHALAT İHRACAT TİCARET LİMİTED ŞİRKETİ,TR,Agriculture Dealer,,Unknown,https://www.izciari.com,,https://www.izciari.com,Company Website,,,Medium,,DJI Resellers
Daze Tarım Teknoloji San.Tic.Ltd.Şti.,TR,Agriculture Dealer,,Unknown,https://www.dazetarim.com,,https://www.dazetarim.com,Company Website,,,Medium,,DJI Resellers
Pimpa Plastik Boru Pazarlama A.S.,TR,Agriculture Dealer,,Unknown,http://www.pimpa.com.tr,,http://www.pimpa.com.tr,Company Website,,,Medium,,DJI Resellers
Royaltech Tarım İnov. Tekn. İth. İhr. San ve Tic. Ltd. Şti.,TR,Agriculture Dealer,,Unknown,https://royaltech.net,,https://royaltech.net,Company Website,,,Medium,,DJI Resellers
Sky Drones Inc.,CA,Agriculture Dealer,,Unknown,https://www.skydronesinc.com,,https://www.skydronesinc.com,Company Website,,,Medium,,DJI Resellers
Green Aero Tech Inc.,CA,Agriculture Dealer,,Unknown,https://www.greenaerotech.com/,,https://www.greenaerotech.com/,Company Website,,,Medium,,DJI Resellers
Wonderfull Inc.,CA,Agriculture Dealer,,Unknown,https://www.wonderfull.ca,,https://www.wonderfull.ca,Company Website,,,Medium,,DJI Resellers
Rocky Mountain Drones Ltd,CA,Agriculture Dealer,,Unknown,https://rockymountaindrones.ca/,,https://rockymountaindrones.ca/,Company Website,,,Medium,,DJI Resellers
ASI COMPUTER TECHNOLOGIES (CANADA) CORP.,CA,Agriculture Dealer,,Unknown,https://www.asipartner.com/,,https://www.asipartner.com/,Company Website,,,Medium,,DJI Resellers + DJI Resellers
Tekron Australia (Drone TK Australia Pty Ltd）,AU,Agriculture Dealer,,Unknown,http://www.akronaustralia.com.au/,,http://www.akronaustralia.com.au/,Company Website,,,Medium,,DJI Resellers
Australia Agritech Pty Ltd,AU,Agriculture Dealer,,Unknown,https://aagri-tech.com.au/,,https://aagri-tech.com.au/,Company Website,,,Medium,,DJI Resellers
RC ONLINE Store,UAE,Agriculture Dealer,,Unknown,https://rconline.com.ar/,,https://rconline.com.ar/,Company Website,,,Medium,,DJI Resellers
AKRON S.A.,UAE,Agriculture Dealer,,Unknown,https://akron.com.ar/,,https://akron.com.ar/,Company Website,,,Medium,,DJI Resellers
BIDCOM SRL,UAE,Agriculture Dealer,,Unknown,https://www.bidcom.com.ar/drones-agropecuarios?utm_lp-dron-dji,,https://www.bidcom.com.ar/drones-agropecuarios?utm_lp-dron-dji,Company Website,,,Medium,,DJI Resellers
Plant Fertil Consultoria e Agrimensura Ltda (Agridrones),BR,Agriculture Dealer,,Unknown,https://www.agridrones.com.br,,https://www.agridrones.com.br,Company Website,,,Medium,,DJI Resellers
geo AG,BR,Agriculture Dealer,,Unknown,https://geoag.com.br/,,https://geoag.com.br/,Company Website,,,Medium,,DJI Resellers
Xmobots,BR,Agriculture Dealer,,Unknown,https://xmobots.com.br/,,https://xmobots.com.br/,Company Website,,,Medium,,DJI Resellers
Allcomp,BR,Agriculture Dealer,,Unknown,https://www.allcomp.com.br/,,https://www.allcomp.com.br/,Company Website,,,Medium,,DJI Resellers
Drone Center,BR,Agriculture Dealer,,Unknown,https://dronecenter.com.br/,,https://dronecenter.com.br/,Company Website,,,Medium,,DJI Resellers
Huada Agrícola Comercial Ltda,BR,Agriculture Dealer,,Unknown,https://www.dronecomercio.com.br,,https://www.dronecomercio.com.br,Company Website,,,Medium,,DJI Resellers
NCA Tech,BR,Agriculture Dealer,,Unknown,https://www.ncatech.com.br,,https://www.ncatech.com.br,Company Website,,,Medium,,DJI Resellers
ADS DRONES DISTRIBUICAO LTDA,BR,Agriculture Dealer,,Unknown,https://www.adsdrones.com.br/,,https://www.adsdrones.com.br/,Company Website,,,Medium,,DJI Resellers
INNOVADRONES LTDA,BR,Agriculture Dealer,,Unknown,,,,Company Website,,,Medium,,DJI Resellers
PULVER FARM INDUSTRIA E COMERCIO LTDA,BR,Agriculture Dealer,,Unknown,https://pulverfarm.com.br/,,https://pulverfarm.com.br/,Company Website,,,Medium,,DJI Resellers
RURAL CAMPO REPRESENTACOES LTDA,BR,Agriculture Dealer,,Unknown,https://www.ruralcampoxd.com.br/,,https://www.ruralcampoxd.com.br/,Company Website,,,Medium,,DJI Resellers
Maqnelson - Matriz (Uberlância - MG),BR,Agriculture Dealer,,Unknown,https://www.maqnelsonagricola.com.br/,,https://www.maqnelsonagricola.com.br/,Company Website,,,Medium,,DJI Resellers
PME MAQUINAS E EQUIPAMENTOS LTDA,BR,Agriculture Dealer,,Unknown,https://pmemaquinas.com.br/,,https://pmemaquinas.com.br/,Company Website,,,Medium,,DJI Resellers
SMC Soluções em Engenharia - matriz,BR,Agriculture Dealer,,Unknown,https://agrosmc.agr.br/,,https://agrosmc.agr.br/,Company Website,,,Medium,,DJI Resellers
DNT - Drone Norte -Marabá,BR,Agriculture Dealer,,Unknown,,,,Company Website,,,Medium,,DJI Resellers
DNT - Drone Norte -Uruará,BR,Agriculture Dealer,,Unknown,,,,Company Website,,,Medium,,DJI Resellers
EGC Comercio (MS Drones),BR,Agriculture Dealer,,Unknown,,,,Company Website,,,Medium,,DJI Resellers
Horizont Drones,BR,Agriculture Dealer,,Unknown,,,,Company Website,,,Medium,,DJI Resellers
Mercadão dos Drones -Mogi Mirim,BR,Agriculture Dealer,,Unknown,,,,Company Website,,,Medium,,DJI Resellers
Mercadão de Drones-Votuporanga,BR,Agriculture Dealer,,Unknown,https://www.mercadaodosdrones.com.br,,https://www.mercadaodosdrones.com.br,Company Website,,,Medium,,DJI Resellers
RURAL DRONES LTDA,BR,Agriculture Dealer,,Unknown,https://www.ruraldronesoficial.com.br,,https://www.ruraldronesoficial.com.br,Company Website,,,Medium,,DJI Resellers
SP Drones,BR,Agriculture Dealer,,Unknown,https://www.spdronesagro.com.br,,https://www.spdronesagro.com.br,Company Website,,,Medium,,DJI Resellers
FIALHO E SARTI AGROTECNOLOGIA,BR,Agriculture Dealer,,Unknown,,,,Company Website,,,Medium,,DJI Resellers
Eficaz Tecnologia do  Campo,BR,Agriculture Dealer,,Unknown,https://www.eficaztec.com,,https://www.eficaztec.com,Company Website,,,Medium,,DJI Resellers
Rural Drone,BR,Agriculture Dealer,,Unknown,https://-,,https://-,Company Website,,,Medium,,DJI Resellers
BrasMaquinas - Matriz,BR,Agriculture Dealer,,Unknown,https://www.brasmaquinas.com/,,https://www.brasmaquinas.com/,Company Website,,,Medium,,DJI Resellers
INTEGRAÇÃO RURAL - Presidente Dutra,BR,Agriculture Dealer,,Unknown,https://-,,https://-,Company Website,,,Medium,,DJI Resellers
WD Drones,BR,Agriculture Dealer,,Unknown,https://wddrones.com.br/,,https://wddrones.com.br/,Company Website,,,Medium,,DJI Resellers
VMA,BR,Agriculture Dealer,,Unknown,,,,Company Website,,,Medium,,DJI Resellers
Campoar - Turvo,BR,Agriculture Dealer,,Unknown,https://campoardrones.com/,,https://campoardrones.com/,Company Website,,,Medium,,DJI Resellers
Campoar - Guaramirim,BR,Agriculture Dealer,,Unknown,https://campoardrones.com/,,https://campoardrones.com/,Company Website,,,Medium,,DJI Resellers
Decole Agro - Cacoal,BR,Agriculture Dealer,,Unknown,,,,Company Website,,,Medium,,DJI Resellers
DR Drones,BR,Agriculture Dealer,,Unknown,https://drdrones.net/,,https://drdrones.net/,Company Website,,,Medium,,DJI Resellers
Farming Solutions Canoinhas,BR,Agriculture Dealer,,Unknown,https://farmingsolutions.net/,,https://farmingsolutions.net/,Company Website,,,Medium,,DJI Resellers
Farming Solutions FW,BR,Agriculture Dealer,,Unknown,https://farmingsolutions.net/,,https://farmingsolutions.net/,Company Website,,,Medium,,DJI Resellers
Farming Solutions Guaporé,BR,Agriculture Dealer,,Unknown,https://farmingsolutions.net/,,https://farmingsolutions.net/,Company Website,,,Medium,,DJI Resellers
Farming Solutions Passo Fundo,BR,Agriculture Dealer,,Unknown,https://farmingsolutions.net/,,https://farmingsolutions.net/,Company Website,,,Medium,,DJI Resellers
Farming Solutions Pato Branco,BR,Agriculture Dealer,,Unknown,https://farmingsolutions.net/,,https://farmingsolutions.net/,Company Website,,,Medium,,DJI Resellers
Farming Solutions Sorriso,BR,Agriculture Dealer,,Unknown,https://farmingsolutions.net/,,https://farmingsolutions.net/,Company Website,,,Medium,,DJI Resellers
SUPER TRATORES - Santa Maria,BR,Agriculture Dealer,,Unknown,https://www.supertratores.com/,,https://www.supertratores.com/,Company Website,,,Medium,,DJI Resellers
COOPERCITRUS COOPERATIVA DE PRODUTORES RURAIS,BR,Agriculture Dealer,,Unknown,https://coopercitrus.com.br/,,https://coopercitrus.com.br/,Company Website,,,Medium,,DJI Resellers
Guimarães - Loja Sorriso,BR,Agriculture Dealer,,Unknown,https://guimaraesagro.com.br/drones/,,https://guimaraesagro.com.br/drones/,Company Website,,,Medium,,DJI Resellers
