id,name,dealer_type,priority,address,city,state,country,country_code,continent,phone,email,website,latitude,longitude,linkedin_url
3512,喀什慧飞农业科技服务有限公司,Agriculture Dealer,low,新疆维吾尔自治区喀什地区麦盖提县四十五团建设北路12号,喀什地区,新疆维吾尔自治区,China,CN,Asia,13139669167,,,,,
3513,喀什疆雨沃土植保飞防服务有限公司,Agriculture Dealer,low,新疆维吾尔自治区喀什地区岳普湖县清泉市场A46号,喀什地区,新疆维吾尔自治区,China,CN,Asia,13139669167,,,,,
3514,和田乐飞农业科技有限公司,Agriculture Dealer,low,新疆维吾尔自治区和田地区和田市火车站东三百米众一机电城农机区20－3,和田市,新疆维吾尔自治区,China,CN,Asia,13139669167,,,,,
3515,叶城县玉树铁漫植保服务有限公司,Agriculture Dealer,low,叶城县吐古其乡英托喀依艾格勒村,喀什地区,新疆维吾尔自治区,China,CN,Asia,13139669167,,,,,
3516,麦盖提县盛丰种植农业农民专业合作社,Agriculture Dealer,low,新疆维吾尔自治区喀什市麦盖提县农资农机综合市场门面房1-115号(大疆农业),喀什地区,新疆维吾尔自治区,China,CN,Asia,13139669167,,,,,
3517,巴楚县鑫盛农业服务有限公司,Agriculture Dealer,low,新疆维吾尔自治区巴楚县市场路1-01门面,喀什地区,新疆维吾尔自治区,China,CN,Asia,13139669167,,,,,
3518,巴楚县云盛植保服务有限公司,Agriculture Dealer,low,新疆维吾尔自治区喀什地区巴楚县色力布亚镇英巴扎3社区7号楼B区20.21.22号商铺,喀什地区,新疆维吾尔自治区,China,CN,Asia,13139669167,,,,,
3519,昆玉市智农科技有限公司,Agriculture Dealer,low,新疆维吾尔自治区和田地区昆玉市224团7连吉祥小区5号门面,和田,新疆维吾尔自治区,China,CN,Asia,13139669167,,,,,
3520,洛浦玉疆农业科技有限公司,Agriculture Dealer,low,新疆维吾尔自治区和田地区洛浦县洛浦镇大疆农业无人机(315国道旁),和田市,新疆维吾尔自治区,China,CN,Asia,13139669167,,,,,
3521,莎车县达顺农业技术有限责任公司,Agriculture Dealer,low,米夏乡环城路红绿灯加气站旁,喀什地区,新疆维吾尔自治区,China,CN,Asia,13139669167,,,,,
3522,疏勒县鑫鼎商贸有限公司,Agriculture Dealer,low,新疆维吾尔自治区喀什地区疏勒县齐鲁工业园南疆农机综合市场A-18号,喀什地区,新疆维吾尔自治区,China,CN,Asia,13139669167,,,,,
3523,图木舒克惠农科技有限公司,Agriculture Dealer,low,新疆维吾尔自治区喀什地区兵团第三师伽师总场农贸市场B区26号,喀什地区,新疆维吾尔自治区,China,CN,Asia,13139669167,,,,,
3524,新疆佳松农业科技有限公司,Agriculture Dealer,low,新疆维吾尔自治区阿勒泰地区福海县182团顶新路交叉口南60米,阿勒泰地区,新疆维吾尔自治区,China,CN,Asia,18299418888,,,46.70021,87.89343,
3525,北屯市会飞农业科技有限公司,Agriculture Dealer,low,新疆维吾尔自治区阿勒泰地区北屯市金兴路食品仓储6号,阿勒泰地区,新疆维吾尔自治区,China,CN,Asia,18299418888,,,47.32074,87.76901,
3526,哈密天慧农机有限公司,Agriculture Dealer,low,新疆维吾尔自治区哈密市伊州区广东工业园区城北物流园矿山机械服务区10-18号,哈密市,新疆维吾尔自治区,China,CN,Asia,18299418888,,,42.91126,93.60866,
3527,新疆天纬农业科技有限责任公司,Agriculture Dealer,low,新疆维吾尔自治区昌吉回族自治州奇台县天山东部物流园农资区4-101大疆农业,昌吉回族自治州,新疆维吾尔自治区,China,CN,Asia,18299418888,,,43.9766,89.59611,
3528,伊犁巨翼农业科技有限公司,Agriculture Dealer,low,新疆维吾尔自治区伊犁哈萨克自治州新源县新源镇万德商贸城西区9-02号,伊犁哈萨克自治州,新疆维吾尔自治区,China,CN,Asia,18299418888,,,43.42817,83.28677,
3529,双河市锐疆农业科技服务有限公司,Agriculture Dealer,low,新疆维吾尔自治区博尔塔拉蒙古自治州双河市89团二号小区105门面,博尔塔拉蒙古自治州,新疆维吾尔自治区,China,CN,Asia,18299418888,,,44.84357,82.38955,
3530,新疆迈疆农业科技有限公司,Agriculture Dealer,low,新疆维吾尔自治区昌吉回族自治州玛纳斯县新湖农场百团之星农资市场C1-039/040/041连栋,昌吉回族自治州,新疆维吾尔自治区,China,CN,Asia,18299418888,,,44.3341,86.2715,
3531,精河县文林农业商贸有限公司,Agriculture Dealer,low,新疆维吾尔自治区博尔塔拉蒙古自治州精河县城镇乌伊路康宁商业步行街5号商业楼二层5-2-05号门面,博尔塔拉蒙古自治州,新疆维吾尔自治区,China,CN,Asia,18299418888,,,44.59111,82.855144,
3532,新疆春夏秋冬农业科技有限公司,Agriculture Dealer,low,新疆维吾尔自治区昌吉回族自治州五家渠市青湖北路幸福小区2984号大疆无人机,昌吉回族自治州,新疆维吾尔自治区,China,CN,Asia,18299418888,,,44.19571,87.54268,
3533,北屯市科丰农业有限公司,Agriculture Dealer,low,新疆维吾尔自治区阿勒泰地区福海县富民路蔚来景城4号楼一层17号,阿勒泰地区,新疆维吾尔自治区,China,CN,Asia,18299418888,,,47.11818,87.48662,
3534,新疆绿野中农科技服务有限公司,Agriculture Dealer,low,新疆维吾尔自治区昌吉回族自治州吉木萨尔县物流园区农机区2幢1-4号,昌吉回族自治州,新疆维吾尔自治区,China,CN,Asia,18299418888,,,44.01106,89.23959,
3535,伊宁县鹏疆农业科技有限公司,Agriculture Dealer,low,新疆维吾尔自治区伊犁哈萨克自治州伊宁县富森美农资市场一期二号楼A115号,伊犁哈萨克自治州,新疆维吾尔自治区,China,CN,Asia,18299418888,,,43.92956,81.40768,
3536,昭苏县助丰之翼农业科技有限公司,Agriculture Dealer,low,新疆维吾尔自治区伊犁哈萨克自治州昭苏县城东建材市场5号楼105号门面，大疆农业,伊犁哈萨克自治州,新疆维吾尔自治区,China,CN,Asia,18299418888,,,43.15211,81.14891,
3537,呼图壁县鑫宏达农业有限责任公司,Agriculture Dealer,low,新疆维吾尔自治区昌吉回族自治州呼图壁县万得国际商贸城c3-1大疆农业,昌吉回族自治州,新疆维吾尔自治区,China,CN,Asia,18299418888,,,44.16948,86.88814,
3538,伊犁鹏飞至远农业科技有限公司,Agriculture Dealer,low,新疆维吾尔自治区伊犁哈萨克自治州巩留县九龙河建材市场1-2-203,伊犁地区,新疆维吾尔自治区,China,CN,Asia,18299418888,,,43.50504,82.22482,
3539,新疆五家渠银疆农业科技有限公司,Agriculture Dealer,low,新疆维吾尔自治区昌吉回族自治州呼图壁县芳草湖农场金地仓储物流园c-c1,昌吉回族自治州,新疆维吾尔自治区,China,CN,Asia,18299418888,,,44.547205,86.684367,
3540,新疆卓疆农业科技有限公司,Agriculture Dealer,low,新疆维吾尔自治区昌吉回族自治州玛纳斯县乌伊东路农资交易市场7号商铺大疆农业无人机,昌吉回族自治州,新疆维吾尔自治区,China,CN,Asia,18299418888,,,44.303008,86.243627,
3541,察布查尔锡伯自治县松果农业科技有限责任公司,Agriculture Dealer,low,新疆维吾尔自治区伊犁哈萨克自治州察布查尔锡伯自治县安定三公里松果农业科技有限公司,伊犁哈萨克自治州,新疆维吾尔自治区,China,CN,Asia,18299418888,,,43.81531,81.15182,
3542,霍城县嵘泰农业科技服务有限公司,Agriculture Dealer,low,新疆维吾尔自治区伊犁哈萨克自治州霍城县清水河镇北京东路28-7，大疆农业,伊犁哈萨克自治州,新疆维吾尔自治区,China,CN,Asia,18299418888,,,44.19954,80.75969,
3543,乌什县小麦农资店,Agriculture Dealer,low,乌什县依麻木镇玉斯屯克和田村1村3组208号商铺,阿克苏地区,新疆维吾尔自治区,China,CN,Asia,13139669167,,,41.288787,79.473938,
3544,阿拉尔市隆茂农业科技服务有限公司,Agriculture Dealer,low,阿拉尔市7团创业园区大疆农业,阿拉尔市,新疆维吾尔自治区,China,CN,Asia,13139669167,,,40.603131,80.692081,
3545,拜城丰旺智慧农业服务有限公司,Agriculture Dealer,low,新疆阿克苏地区拜城县利华商贸城142号,阿克苏地区,新疆维吾尔自治区,China,CN,Asia,13139669167,,,41.809854,81.861622,
3546,阿克苏旺疆商贸有限公司,Agriculture Dealer,low,新疆维吾尔自治区阿克苏地区阿克苏市江南国际商贸城B1-109。,阿克苏,新疆维吾尔自治区,China,CN,Asia,13139669167,,,41.14072,80.228737,
3547,阿拉尔市疆盛商贸有限公司,Agriculture Dealer,low,阿拉尔市二团新井子二团创业园区,阿拉尔市,新疆维吾尔自治区,China,CN,Asia,13139669167,,,40.593964,79.830389,
3548,阿瓦提县千旺商贸有限公司,Agriculture Dealer,low,阿瓦提县团结村警务站旁,阿克苏地区,新疆维吾尔自治区,China,CN,Asia,13139669167,,,40.64956,80.408217,
3549,阿拉尔市佳航农业科技服务有限公司,Agriculture Dealer,low,阿拉尔市聚天红果业B-77大疆农业无人机(佳航),阿拉尔市,新疆维吾尔自治区,China,CN,Asia,13139669167,,,40.561417,81.207464,
3550,阿拉尔市尖兵之翼植保服务有限公司,Agriculture Dealer,low,幸福城镇(十三团)幸福路以东职工创业园观光农业区101号,阿拉尔市,新疆维吾尔自治区,China,CN,Asia,13139669167,,,40.608524,81.506001,
3551,胡杨河市领航农业科技有限公司,Agriculture Dealer,low,新疆维吾尔自治区 伊犁哈萨克自治州奎屯市126团大疆农业,伊犁哈萨克自治州,新疆维吾尔自治区,China,CN,Asia,18299418888,,,,,
3552,胡杨河市锦疆农业科技有限公司,Agriculture Dealer,low,新疆奎屯第七师124团枸杞市场,胡杨河市,新疆维吾尔自治区,China,CN,Asia,18299418888,,,,,
3553,石河子市诚疆农业科技有限公司,Agriculture Dealer,low,石河子市144团6小区36-1,石河子市,新疆维吾尔自治区,China,CN,Asia,18299418888,,,,,
3554,石河子市疆耀农业科技有限责任公司,Agriculture Dealer,low,新疆石河子121团顺丰旁边,石河子市,新疆维吾尔自治区,China,CN,Asia,18299418888,,,,,
3555,沙湾市皓疆农业发展有限公司,Agriculture Dealer,low,沙湾市乌鲁木齐东路166号（皓疆农业公司）,塔城地区,新疆维吾尔自治区,China,CN,Asia,18299418888,,,,,
3556,石河子市霄鸿农业科技有限公司,Agriculture Dealer,low,新疆维吾尔自治区 石河子市 下野地镇  134团客运站内 大疆农业无人机销售售后服务中心,石河子市,新疆维吾尔自治区,China,CN,Asia,18299418888,,,,,
3557,新疆翼美源农业科技有限公司,Agriculture Dealer,low,新疆石河子市北泉镇石莫公路362号,石河子市,新疆维吾尔自治区,China,CN,Asia,18299418888,,,,,
3558,乌苏市迎疆农业科技有限公司,Agriculture Dealer,low,新疆维吾尔自治区 塔城地区乌苏市皇宫镇老庄子村御园小区2-104号大疆农业,塔城地区,新疆维吾尔自治区,China,CN,Asia,18299418888,,,,,
3559,克拉玛依市飞农农业科技有限公司,Agriculture Dealer,low,新疆克拉玛依市克拉玛依区136团小拐镇金银花小区,克拉玛依市,新疆维吾尔自治区,China,CN,Asia,18299418888,,,,,
3560,胡杨河市拓疆农业科技有限责任公司,Agriculture Dealer,low,新疆维吾尔自治区 伊犁哈萨克自治州奎屯市125团柳沟新街大疆农业,胡杨河市,新疆维吾尔自治区,China,CN,Asia,18299418888,,,,,
3561,胡杨河市迅航农业科技有限公司,Agriculture Dealer,low,新疆维吾尔自治区胡杨河市123团居馨花园社区南环路37-6,胡杨河市,新疆维吾尔自治区,China,CN,Asia,18299418888,,,,,
3562,塔城亚农农业科技有限公司,Agriculture Dealer,low,新疆塔城地区塔城市盈通物流园往南300米塔城亚农农业科技有限公司,塔城,新疆维吾尔自治区,China,CN,Asia,18299418888,,,,,
3563,石河子市创晴农业科技有限公司,Agriculture Dealer,low,新疆维吾尔自治区石河子市红光镇132团,石河子市,新疆维吾尔自治区,China,CN,Asia,18299418888,,,,,
3564,石河子市智帮农业科技有限公司,Agriculture Dealer,low,石河子市149团一小区幸福路大疆农业无人机,石河子市,新疆维吾尔自治区,China,CN,Asia,18299418888,,,,,
3565,胡杨河优航农业科技有限公司,Agriculture Dealer,low,新疆维吾尔自治区伊犁哈萨克自治州奎屯市天北新区瑞明万佳6栋1B14号,胡杨河市,新疆维吾尔自治区,China,CN,Asia,18299418888,,,,,
3566,宁夏深耘农业科技有限公司,Agriculture Dealer,low,宁夏固原市原州区同康街17号营业房,固原市,宁夏回族自治区,China,CN,Asia,19995005959,,,36.02161726,106.24857743,
3567,宁夏云禾科技有限公司,Agriculture Dealer,low,宁夏回族自治区银川市兴庆区丽景街众一商贸城8-1号大疆农业,银川市,宁夏回族自治区,China,CN,Asia,19995005959,,,38.502395,106.311517,
3568,宁夏万担粮农业科技有限责任公司,Agriculture Dealer,low,宁夏回族自治区中卫市沙坡头区镇罗镇李嘴村李嘴小学,中卫市,宁夏回族自治区,China,CN,Asia,19995005959,,,37.523453,105.225563,
3569,宁夏鑫之宇无人机技术服务有限公司,Agriculture Dealer,low,宁夏回族自治区银川市贺兰县四十里店岔路口,银川市,宁夏回族自治区,China,CN,Asia,19995005959,,,38.545395,106.349009,
3570,宁夏丰穗现代农业服务有限公司,Agriculture Dealer,low,宁夏吴忠市利通区北方农资城10-106,吴忠市,宁夏回族自治区,China,CN,Asia,19995005959,,,37.9994757,106.2242089,
3571,中卫市丰收盛源农机作业服务有限公司,Agriculture Dealer,low,宁夏中卫沙坡头区柔远镇中卫农资城5#楼508,中卫市,宁夏回族自治区,China,CN,Asia,19995005959,,,37.517357,105.231967,
3572,托克托县喜旺农机有限公司,Agriculture Dealer,low,内蒙古自治区呼和浩特市喜旺农机有限公司,呼和浩特市,内蒙古自治区,China,CN,Asia,4001141011,,,40.305887,111.2248,
3573,呼和浩特市鑫田农机有限责任公司,Agriculture Dealer,low,内蒙古呼和浩特市和林格尔县第四小学向西500米鑫田农机办事处,呼和浩特市,内蒙古自治区,China,CN,Asia,4001141011,,,40.386145,111.800499,
3574,包头市兴民商贸有限责任公司,Agriculture Dealer,low,内蒙古包头市土默特右旗南门汽车站西100米兴民农机,包头市,内蒙古自治区,China,CN,Asia,4001141011,,,40.550777,110.527244,
3575,包头市智硕农机有限公司,Agriculture Dealer,low,内蒙古包头市固阳县南山供电所对面智硕农机,包头市,内蒙古自治区,China,CN,Asia,4001141011,,,41.007508,110.06108,
3576,四子王旗瑞农农机经销部,Agriculture Dealer,low,乌兰察布市乌兰花镇瑞农农机经销商（光春大酒店旁）,乌兰察布市,内蒙古自治区,China,CN,Asia,15326930610,,,41.510201,111.709089,
3577,鄂尔多斯市凯图科技有限公司达拉特旗分公司,Agriculture Dealer,low,鄂尔多斯市达拉特旗长征路机井队小区14号底店大疆农业,鄂尔多斯,内蒙古自治区,China,CN,Asia,15326930610,,,40.412968,110.050475,
3578,杭锦旗益昌源种植专业合作社,Agriculture Dealer,low,内蒙古鄂尔多斯市杭锦旗吉日格朗图镇益昌源种植专业合作社,鄂尔多斯,内蒙古自治区,China,CN,Asia,15326930610,,,40.564023,108.714631,
3579,鄂托克前旗绿农科技有限公司,Agriculture Dealer,low,内蒙古鄂尔多斯市鄂托克前旗敖银线两公里大疆农业,鄂尔多斯,内蒙古自治区,China,CN,Asia,15326930610,,,38.186314,107.461805,
3580,鄂托克旗雨润种养殖专业合作社,Agriculture Dealer,low,内蒙古自治区鄂尔多斯市鄂托克旗草籽场,鄂尔多斯,内蒙古自治区,China,CN,Asia,15326930610,,,39.087939,107.288764,
3581,甘肃创凡农林发展有限公司,Agriculture Dealer,low,甘肃省天水市秦州区石马坪街道海天家园物业办公楼101室,天水市,甘肃省,China,CN,Asia,13474800689,,,34.56826315,105.71650028,
3582,白银益民科丰农业科技有限公司,Agriculture Dealer,low,白银市靖远县五合镇,白银市,甘肃省,China,CN,Asia,0931-8283080,,,36.986402,105.133022,
3583,甘肃元创智汇科技发展有限公司,Agriculture Dealer,low,甘肃省张掖市甘州区大疆无人机运营中心（南排从东至西第四栋别墅）,张掖市,甘肃省,China,CN,Asia,0931-8283080,,,38.90866,100.44388,
3584,瓜州县铸陇农机制造有限公司,Agriculture Dealer,low,甘肃省酒泉市瓜州县北大桥农机市场铸陇农机制造有限公司,酒泉市,甘肃省,China,CN,Asia,13474800689,,,40.557891,95.798241,
3585,玉门市恒发农机有限公司,Agriculture Dealer,low,甘肃省酒泉市玉门市玉门关北路与柳湖路交叉路口东南180米,酒泉市,甘肃省,China,CN,Asia,13474800689,,,40.313654,97.046746,
3586,阿荣旗鑫盛世农牧业机械装备有限公司,Agriculture Dealer,low,内蒙古呼伦贝尔市阿荣旗二桥南路东大疆农业,呼伦贝尔市,内蒙古自治区,China,CN,Asia,18098824111,,,48.122421,123.483114,
3587,鄂伦春自治旗博创农机有限责任公司,Agriculture Dealer,low,内蒙古呼伦贝尔市鄂伦春自治旗大杨树镇一马路东升家电后院田丰农机,呼伦贝尔市,内蒙古自治区,China,CN,Asia,18098824111,,,49.751395,124.620091,
3588,呼伦贝尔市芸航植保有限责任公司,Agriculture Dealer,low,内蒙古自治区呼伦贝尔市牙克石市一道大疆农业,呼伦贝尔市,内蒙古自治区,China,CN,Asia,18098824111,,,,,
3589,莫力达瓦达斡尔族自治旗裕丰农机有限责任公司,Agriculture Dealer,low,内蒙古呼伦贝尔市莫力达瓦达斡尔族自治旗农机大市场三包库二楼,呼伦贝尔市,内蒙古自治区,China,CN,Asia,18098824111,,,,,
3590,通辽市耕耘农业科技服务有限公司,Agriculture Dealer,low,内蒙古通辽市科尔沁区河西瑞丰物流院内大疆农业 廖元文收17010052466,通辽市,内蒙古自治区,China,CN,Asia,18098824111,,,,,
3591,内蒙古鼎裕航空科技有限公司,Agriculture Dealer,low,内蒙古通辽市开鲁县开鲁县开发区457县道与飞达路交叉口西行150米院里大疆农业,通辽市,内蒙古自治区,China,CN,Asia,18098824111,,,43.569736588,121.348448149,
3592,林西县耘兴农机有限公司,Agriculture Dealer,low,内蒙古赤峰市林西县南工业园区潍柴雷沃农业装备,赤峰市,内蒙古自治区,China,CN,Asia,18098824111,,,,,
3593,内蒙古蓝沺农业科技有限公司,Agriculture Dealer,low,内蒙古通辽市创业大道中段路西大疆农业,通辽市,内蒙古自治区,China,CN,Asia,18098824111,,,43.64009,122.22892,
3594,巴林左旗大为农业科技有限公司,Agriculture Dealer,low,内蒙古赤峰市巴林左旗林东镇东门外加油站南50米。,赤峰市,内蒙古自治区,China,CN,Asia,18098824111,,,43.983092,119.38386,
3595,赤峰绿野云翔科技有限公司,Agriculture Dealer,low,内蒙古赤峰市阿鲁科尔沁旗新区集通大街南段路西17-1大疆无人机,赤峰市,内蒙古自治区,China,CN,Asia,18098824111,,,,,
3596,内蒙古天基智能科技开发集团有限公司,Agriculture Dealer,low,内蒙古兴安盟扎赉特旗好力保镇大疆农业,兴安盟,内蒙古自治区,China,CN,Asia,18098824111,,,46.715372,123.275544,
3597,扎赉特旗新东胜农业装备有限公司,Agriculture Dealer,low,内蒙古自治区兴安盟扎赉特旗好力保镇新东胜农机,兴安盟,内蒙古自治区,China,CN,Asia,18098824111,,,46.721391,123.293305,
3598,营口润泽农业科技有限公司,Agriculture Dealer,low,辽宁省营口市大石桥市旗口镇大疆农业,营口市,辽宁省,China,CN,Asia,17642073393,,,40.848,122.418,
3599,辽阳鹤展农机有限公司,Agriculture Dealer,low,辽宁省辽阳市辽阳县首山镇小赵台村鹤展农机,辽阳市,辽宁省,China,CN,Asia,17642073393,,,41.229897,123.043569,
3600,辽宁慧飞无人机科技有限公司,Agriculture Dealer,low,辽宁省铁岭市昌图县老城镇中国石化加油站旁边,铁岭市,辽宁省,China,CN,Asia,17642073393,,,42.465915,124.05112,
3601,沈阳亿信农业发展有限公司,Agriculture Dealer,low,辽宁省沈阳市沈北新区道义北大街162号沈北种子农资批发市场沈阳恒锐农化经销中心,沈阳市,辽宁省,China,CN,Asia,17642073393,,,41.96807401,123.3838892,
3602,清原满族自治县正兴汽贸有限公司,Agriculture Dealer,low,辽宁省抚顺市清原满族自治县北三家镇下寨子东大桥正兴汽贸,抚顺市,辽宁省,China,CN,Asia,17642073393,,,42.079089,124.827404,
3603,广西南宁市天域植保服务有限责任公司,Agriculture Dealer,low,那桐镇那桐汽车站南50米,南宁市,广西壮族自治区,China,CN,Asia,18174102223,,,23.026778,107.865368,
3604,海南安疆农业科技有限公司,Agriculture Dealer,low,海南省儋州市光村镇新盈农场中东路47号,临高县,海南省,China,CN,Asia,17803697777,,,19.771281,109.577903,
3605,唐河县翔羽农业科技有限公司,Agriculture Dealer,low,,南阳市,河南省,China,CN,Asia,16638506000,,,,,
3606,深州市慧疆技术服务中心,Agriculture Dealer,low,河北省衡水市深州市永盛大街与307国道交叉口东行200米路南大疆农业无人机,衡水市,河北省,China,CN,Asia,18931801889,,,37.995384,115.568928,
3607,瓦房店市正仁汽车销售有限公司,Agriculture Dealer,low,辽宁省大连市瓦房店西长春路西段61号瓦房店市正仁汽车销售有限公司,大连市,辽宁省,China,CN,Asia,17642073393,,,39.63,121.94,
3608,沈阳腾达农业机械销售有限公司,Agriculture Dealer,low,辽宁省沈阳市新民市农机公司西南门工人街大疆无人机,沈阳市,辽宁省,China,CN,Asia,17642073393,,,42.012548,122.844266,
3609,锦州业丰现代农业服务有限责任公司,Agriculture Dealer,low,辽宁省锦州市凌海市G102金城南宅门市金城中化石油加油站西150米,锦州市,辽宁省,China,CN,Asia,17642073393,,,41.192802,121.415297,
3610,辽宁苗多保生态农林科技有限公司,Agriculture Dealer,low,葫芦岛市连山区塔山乡信屯村（鹏翔化工）,葫芦岛市,辽宁省,China,CN,Asia,17642073393,,,40.830685,120.852105,
3611,沈阳盛鑫宏光农机有限公司,Agriculture Dealer,low,辽宁省沈阳市辽中区养士堡镇王家村,沈阳市,辽宁省,China,CN,Asia,17642073393,,,41.584797,122.761459,
3612,彰武德胜东农业机械销售有限公司,Agriculture Dealer,low,辽宁省阜新市彰武县彰武镇前郑家村前郑组62号,阜新市,辽宁省,China,CN,Asia,17642073393,,,42.415604,122.554554,
3613,铁岭四方农业机械有限公司,Agriculture Dealer,low,辽宁省铁岭市新城区钻石路G21栋101室,铁岭市,辽宁省,China,CN,Asia,17642073393,,,42.222095,123.768567,
3614,东港市钰棚农业发展有限公司,Agriculture Dealer,low,辽宁省丹东市东港市新城区港铁大道嘉禾府邸小区大疆农业无人机门市,丹东市,辽宁省,China,CN,Asia,17642073393,,,39.900345,124.140903,
3615,沈阳丰达农业机械服务有限公司,Agriculture Dealer,low,辽宁省法库县大孤家子镇,沈阳市,辽宁省,China,CN,Asia,17642073393,,,42.320355,123.388524,
3616,阜新嘉禾美来农业科技有限公司,Agriculture Dealer,low,辽宁省阜新市阜蒙县金贵家园13号网点16号门市，嘉禾美来联合社,阜新市,辽宁省,China,CN,Asia,17642073393,,,42.071207,121.756792,
3617,黑山双合农业机械销售有限公司,Agriculture Dealer,low,辽宁省锦州市黑山县东检查站西100米黑山三合农机,锦州市,辽宁省,China,CN,Asia,17642073393,,,41.721757,122.150634,
3618,辽宁万物农业服务有限公司,Agriculture Dealer,low,辽宁省朝阳市龙城区龙翔大街125号-12,朝阳市,辽宁省,China,CN,Asia,17642073393,,,41.579967,120.421945,
3619,营口升势达农业科技有限公司,Agriculture Dealer,low,辽宁省营口市鲅鱼圈区红旗家园B-25-3门市,营口市,辽宁省,China,CN,Asia,17642073393,,,40.229633,122.150757,
3620,海城市翔远汽车销售有限公司,Agriculture Dealer,low,辽宁省海城市毛祁镇山后村19号,鞍山市,辽宁省,China,CN,Asia,17642073393,,,40.842833,122.719216,
3621,盘锦正通农业机械销售有限公司,Agriculture Dealer,low,辽宁省盘锦市大洼区大洼县政华农机汽车有限公司,盘锦市,辽宁省,China,CN,Asia,17642073393,,,40.988154,122.070053,
3622,松原市慧诚农业有限公司,Agriculture Dealer,low,松原市宁江区铁西路743号（大疆农业）,松原市,吉林省,China,CN,Asia,17304329999,,,45.111633,124.788205,
3623,吉林省慧鑫机械设备有限责任公司,Agriculture Dealer,low,四平市双辽市辽东街丰巨村三角区,四平市,吉林省,China,CN,Asia,17304329999,,,43.535719,123.544042,
3624,吉林省禾田农机有限责任公司,Agriculture Dealer,low,吉林省舒兰市新村路1771号,吉林市,吉林省,China,CN,Asia,17304329999,,,44.394147,126.937952,
3625,梅河口市思卓科技有限公司,Agriculture Dealer,low,吉林省梅河口市福民街道梅河口西大街地质新村大疆农业,通化市,吉林省,China,CN,Asia,17304329999,,,42.523004,125.683907,
3626,桦甸市千里农业机械经销有限公司,Agriculture Dealer,low,吉林省桦甸市新华街77号,吉林市,吉林省,China,CN,Asia,17304329999,,,42.972469,126.752545,
3627,榆树和平农机有限公司,Agriculture Dealer,low,吉林省榆树市正阳街道兴隆店隆兴农机大市场北座4号和平农机有限公司,长春市,吉林省,China,CN,Asia,17304329999,,,44.775828,126.541669,
3628,吉林市翔远机械设备有限公司,Agriculture Dealer,low,吉林省吉林市船营区越北镇 雾凇中路百业国际五金城b35栋2-2号吉林翔远机械,吉林市,吉林省,China,CN,Asia,17304329999,,,43.868718,126.513844,
3629,镇赉县宏升农机服务有限公司,Agriculture Dealer,low,镇赉县五棵树镇大疆农业,白城市,吉林省,China,CN,Asia,17304329999,,,45.841453,123.212291,
3630,通榆县盛汇农业科技有限公司,Agriculture Dealer,low,吉林省白城市通榆县墨宝新城门市大疆农业无人机,白城市,吉林省,China,CN,Asia,17304329999,,,44.827773,123.085683,
3631,扶余市超凡现代农业发展有限公司,Agriculture Dealer,low,吉林省扶余市道西街华亿冷库商铺-大疆农业扶余西高速口150米,松原市,吉林省,China,CN,Asia,17304329999,,,45.004971,126.006796,
3632,汪清新皓农机销售有限公司,Agriculture Dealer,low,吉林省延边朝鲜族自治州汪清县东振路2341号,延边州,吉林省,China,CN,Asia,17304329999,,,43.343182,129.745443,
3633,伊通满族自治县宏贺农业机械有限公司,Agriculture Dealer,low,吉林省四平市伊通满族自治县二小学斜对面大疆农业无人机,四平市,吉林省,China,CN,Asia,17304329999,,,43.354144,125.29947,
3634,吉林省惠田农业科技有限公司,Agriculture Dealer,low,吉林省白城市洮北区碧桂园小区南门东侧123号商服14号门市,白城市,吉林省,China,CN,Asia,17304329999,,,45.58205,122.895091,
3635,长春丰焱农业科技服务有限公司,Agriculture Dealer,low,吉林省德惠市东风路与德通街交汇东行200米雷沃农机,长春市,吉林省,China,CN,Asia,17304329999,,,44.526615,125.754705,
3636,公主岭市百顺农机经销处,Agriculture Dealer,low,吉林省长春市公主岭市东四城路百顺农机（雷沃农机）,长春市,吉林省,China,CN,Asia,17304329999,,,43.542157,124.838508,
3637,甘南县鑫晟农机经销有限公司,Agriculture Dealer,low,黑龙江省齐齐哈尔市甘南县甘南镇晓光村二屯,齐齐哈尔,黑龙江省,China,CN,Asia,15084577888,,,,,
3638,齐齐哈尔农垦翱腾无人机科技有限公司,Agriculture Dealer,low,黑龙江省齐齐哈尔甘南县查哈阳农场嘉祥国际A2区商服3号,齐齐哈尔,黑龙江省,China,CN,Asia,15084577888,,,,,
3639,泰来县宣途农业机械销售有限公司,Agriculture Dealer,low,黑龙江省齐齐哈尔市泰来县建设路841号大疆农业,齐齐哈尔,黑龙江省,China,CN,Asia,15084577888,,,,,
3640,肇东市聚航农业机械服务有限公司,Agriculture Dealer,low,黑龙江省肇东市东跃新邨5号楼2号商服,绥化,黑龙江省,China,CN,Asia,18745579777,,,,,
3641,海伦市志诚农业机械服务有限公司,Agriculture Dealer,low,黑龙江省绥化市海伦市盛世一号大疆无人机,绥化,黑龙江省,China,CN,Asia,18745579777,,,,,
3642,铁力市泽丰农业服务有限公司,Agriculture Dealer,low,黑龙江省铁力市农资大市场5号厅,绥化,黑龙江省,China,CN,Asia,18745579777,,,,,
3643,绥棱县隆嘉旺农业科技有限责任公司,Agriculture Dealer,low,黑龙江省绥化市绥棱县翰沃城大疆农业10栋1018室,绥化市,黑龙江省,China,CN,Asia,18745579777,,,,,
